
REPORT_DATE||','||ADET_ORAN12||','||SURE_ORAN12||','||C2||','||A||','||B||','||D2||','||C||','||D||','||D4
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
20250617,96.971,98.39,3415950,117619,7119,0,3471858,26,73931
