DAY||','||LESS_THAN_10||','||BETWEEN_10_11||','||BETWEEN_11_12||','||BETWEEN_12_13||','||BETWEEN_13_14||','||BETWEEN_14_15||','||GREATER_THAN_15||','||TOTAL||','||PLACE_99_PERCENT||','||TIME_OF_99||','||BUSY_HOUR||' 

20250617,248410,310,293,210,130,160,489,250002,247502,10,21
