DAY||','||LESS_THAN_10||','||BETWEEN_10_11||','||BETWEEN_11_12||','||BETWEEN_12_13||','||BETWEEN_13_14||','||BETWEEN_14_15||','||GREATER_THAN_15||','||TOTAL||','||PLACE_99_PERCENT||','||TIME_OF_99||','||BUSY_HOUR||' 

20250618,539644,2959,2433,1775,1283,1545,8039,557678,552101,16,15
