
REPORT_DATE||','||ADET_ORAN15||','||SURE_ORAN15||','||C1||','||A||','||B||','||D2||','||C||','||D||','||D4
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
20250617,98.629,99.804,249513,8183,442,0,250002,1,5646
