DAY||','||LESS_THAN_10||','||BETWEEN_10_11||','||BETWEEN_11_12||','||BETWEEN_12_13||','||BETWEEN_13_14||','||BETWEEN_14_15||','||GREATER_THAN_15||','||TOTAL||','||PLACE_99_PERCENT||','||TIME_OF_99||','||BUSY_HOUR||' 

20250619,230533,335,256,224,137,141,430,232056,229735,10,21
