DAY||','||LESS_THAN_10||','||BETWEEN_10_11||','||BETWEEN_11_12||','||BETWEEN_12_13||','||BETWEEN_13_14||','||BETWEEN_14_15||','||GREATER_THAN_15||','||TOTAL||','||PLACE_99_PERCENT||','||TIME_OF_99||','||BUSY_HOUR||' 

20250619,529725,3054,2442,1746,1196,1470,4674,544307,538864,15,14
