
REPORT_DATE||','||ADET_ORAN15||','||SURE_ORAN15||','||C1||','||A||','||B||','||D2||','||C||','||D||','||D4
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
20250620,97.735,98.904,8895773,323004,10190,1624,8994394,0,227258
