
REPORT_DATE||','||ADET_ORAN12||','||SURE_ORAN12||','||C2||','||A||','||B||','||D2||','||C||','||D||','||D4
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
20250618,98.461,99.687,234609,7382,443,0,235345,55,4895
