
REPORT_DATE||','||ADET_ORAN12||','||SURE_ORAN12||','||C2||','||A||','||B||','||D2||','||C||','||D||','||D4
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
20250620,96.568,97.824,574889,21677,615,118,587675,0,14762
