
REPORT_DATE||','||ADET_ORAN12||','||SURE_ORAN12||','||C2||','||A||','||B||','||D2||','||C||','||D||','||D4
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
20250619,98.407,99.658,3487507,112846,5214,0,3499459,576,73548
