
REPORT_DATE||','||ADET_ORAN12||','||SURE_ORAN12||','||C2||','||A||','||B||','||D2||','||C||','||D||','||D4
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
20250618,96.453,97.733,545036,19760,836,148,557678,0,13345
