NE Report
Save Time: 06/25/2025 00:01:06
User Name:admin


Total 15051 Records

"NE Name,""NE Type"",""NE IP Address"",""NE MAC Address"",""NE ID"",""Software Version"",""Physical Location"",""Create Time"",""Fiber/Cable Count"",""Running Status"",""Subnet"",""Subnet Path"",""Alias"",""Remarks"",""Patch Version List"",""Customized Column"",""LSR ID"",""Maintenance Status"",""Gateway Type"",""Gateway"",""Optical NE"",""Subrack Type"",""Conference Call"",""Orderwire Phone"",""NE Subtype"""
"A4784-RTN2463417_DEREBOGAZI,""OptiX RTN 905"",""10.209.5.132"",""F0-98-38-F4-3B-36"","" 15-3417"",""V100R023C10SPC200"",""-"",""07/12/2018 08:58:34"",""1"",""Normal"",""ISPARTA"",""ROOT/RTN_SUBNET/AKDENIZ(ANTALYA)/ISPARTA"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""4769-RTN2463332_BINBIREVLER"",""-"",""Subrack Type V"",""-"",""-"",""OptiX RTN 905"""
"Y4165-RTN3587183_MERZIFON_SARAC_ALT,""OptiX RTN 905"",""10.210.83.185"",""48-46-FB-9F-76-97"","" 17-7183"",""V100R020C10SPC500"",""-"",""10/10/2015 16:14:51"",""1"",""Normal"",""Amasya"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Amasya"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""3121-RTN3587127_MERZIFON_KAYADUZU"",""-"",""Subrack Type I"",""-"",""-"",""OptiX RTN 905"""
"B3245-RTN2421330_GUZELBAG,""OptiX RTN 910"",""10.174.211.41"",""78-1D-BA-2E-C0-42"","" 15-1330"",""V100R006C10SPC610"",""-"",""03/03/2020 16:35:53"",""0"",""Normal"",""TURKLER"",""ROOT/RTN_SUBNET/AKDENIZ(ANTALYA)/ANTALYA/TURKLER"",""-"",""-"",""SPH611"",""-"",""10.85.178.34"",""active"",""Gateway"",""B3245-RTN2421330_GUZELBAG"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 910"""
"M3270-RTN224737_KUCUKBALIKLI_KIBAR_SOK,""OptiX RTN 905"",""10.209.50.130"",""10-51-72-36-36-C9"","" 13-737"",""V100R020C10SPC500"",""-"",""01/03/2020 14:18:13"",""2"",""Normal"",""K1628-RTN22444_YUNUSELI TR KULE-GNE"",""ROOT/RTN_SUBNET/GUNEY MARMARA(BURSA)/BURSA/YUNUSELI/K1628-RTN22444_YUNUSELI TR KULE-GNE"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""K1628-RTN22444_YUNUSELI_TR_KULE"",""-"",""Subrack Type I"",""-"",""-"",""OptiX RTN 905"""
"A5667-RTN2523291_CAKMAK_CINARALTI,""OptiX RTN 910"",""10.209.162.66"",""00-25-9E-99-3D-B4"","" 14-3291"",""V100R006C10SPC610"",""-"",""08/20/2013 15:56:02"",""1"",""Normal"",""K9030-RTN3600_MUGLA_MERKEZ_BSC"",""ROOT/RTN_SUBNET/EGE(IZMIR)/MUGLA/MUGLA_MERKEZ/K9030-RTN3600_MUGLA_MERKEZ_BSC"",""-"",""-"",""SPH611"",""-"",""-"",""active"",""Non-gateway"",""K9030-RTN2523600_MUGLA_MERKEZ_BSC"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 910"""
"B2345-RTN2322943_YAVUZ_CADDESI,""OptiX RTN 910"",""10.209.126.66"",""08-19-A6-F4-07-B1"","" 14-2943"",""V100R006C10SPC610"",""-"",""05/07/2020 17:14:22"",""1"",""Normal"",""T-T040150-RTN113-BAYRAKLI_75._YIL"",""ROOT/RTN_SUBNET/EGE(IZMIR)/IZMIR/IZMIR_KARSIYAKA/T-T040150-BAYRAKLI_75._YIL/T-T040150-RTN113-BAYRAKLI_75._YIL"",""-"",""-"",""SPH611"",""-"",""-"",""active"",""Non-gateway"",""K3353-RTN2321141_TCK_ATATURK_MAHALLESI"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 910"""
"V2287-RTN4523551_AKKUS_KAPILI,""OptiX RTN 905"",""10.210.99.51"",""70-2F-35-26-B9-10"","" 17-3551"",""V100R023C10SPC200"",""-"",""11/30/2022 16:02:19"",""1"",""Normal"",""UNYE_CAMLIK"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Ordu/UNYE_CAMLIK"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""5781-RTN4523501_UNYE_CAMLIK"",""-"",""Subrack Type II(2F)"",""-"",""-"",""OptiX RTN 905"""
"5923-RTN3620884_TERME_KARACALI,""OptiX RTN 950A"",""10.210.106.2"",""48-46-FB-98-BC-77"","" 17-884"",""V100R020C10SPC500"",""-"",""08/07/2015 02:13:41"",""9"",""Normal"",""CARSAMBA"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Samsun/CARSAMBA"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""A5934-RTN3620883_CARSAMBA_KAVAKDIBI"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950A"""
"A5445-RTN2362507_MANISA_STAD_VFNET,""OptiX RTN 905"",""10.174.137.221"",""AC-F9-70-89-47-77"","" 14-2507"",""V100R023C10SPC200"",""-"",""05/08/2018 08:58:08"",""1"",""Normal"",""VDF_NET_EGE(IZMIR)"",""ROOT/RTN_SUBNET/VDF_NET/VDF_NET_EGE(IZMIR)"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""A5445-RTN2362538_MANISA_STAD"",""-"",""Subrack Type V"",""-"",""-"",""OptiX RTN 905"""
"A3621-RTN4524144_FATSA_GOLLER,""OptiX RTN 950"",""10.210.98.142"",""28-6E-D4-95-93-1F"","" 17-4144"",""V100R020C10SPC500"",""-"",""11/19/2014 14:52:24"",""1"",""Normal"",""FATSA_KURTULUS"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Ordu/FATSA_KURTULUS"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""A5788-RTN4524131_FATSA_KURTULUS"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950"""
"E2653-RTN224352_CERRAH_2,""OptiX RTN 905"",""10.209.53.147"",""70-2F-35-17-6D-1C"","" 13-352"",""V100R023C10SPC200"",""-"",""05/23/2022 16:28:25"",""3"",""Normal"",""INEGOL_SANAYI_TR"",""ROOT/RTN_SUBNET/GUNEY MARMARA(BURSA)/BURSA/INEGOL/INEGOL_SANAYI_TR"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""K2900-RTN224368_INEGOL_SANAYI_TR"",""-"",""Subrack Type II(2F)"",""-"",""-"",""OptiX RTN 905"""
"T-CUS7812-RTN3321955_CUSTOMER_MARMARIS_BILISIM_MERAM,""OptiX RTN 905"",""10.174.151.177"",""50-6F-77-4C-4E-3C"","" 15-1955"",""V100R023C10SPC200"",""-"",""06/18/2021 19:16:26"",""2"",""Normal"",""KONYA"",""ROOT/RTN_SUBNET/VDF_NET/VDF_NET_AKDENIZ(ANTALYA)/KONYA"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""B5298-RTN3322373_ARIF_BILGE"",""-"",""Subrack Type V"",""-"",""-"",""OptiX RTN 905"""
"C4383-RTN4524160_FATSA_SANAYI,""OptiX RTN 905"",""10.210.98.158"",""08-C0-21-85-BF-36"","" 17-4160"",""V100R020C10SPC500"",""-"",""01/26/2017 17:19:09"",""1"",""Normal"",""FATSA_KURTULUS"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Ordu/FATSA_KURTULUS"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""A5788-RTN4524131_FATSA_KURTULUS"",""-"",""Subrack Type I"",""-"",""-"",""OptiX RTN 905"""
"B2781-RTN2523124_ASPIRAN_CADDESI,""OptiX RTN 950A"",""10.209.160.131"",""50-6F-77-EB-C3-0E"","" 14-3124"",""V100R023C10SPC200"",""-"",""07/12/2018 16:07:10"",""2"",""Normal"",""5667-PALAMUT_RL"",""ROOT/RTN_SUBNET/EGE(IZMIR)/MUGLA/MARMARIS/5667-PALAMUT_RL"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""5672-RTN2523454_MARMARIS_TT"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950A"""
"K7401-RTN2420652_CAMYUVA_HUB,""OptiX RTN 950A"",""10.209.16.130"",""48-46-FB-95-D1-A5"","" 15-652"",""V100R020C10SPC500"",""-"",""05/27/2015 15:27:24"",""4"",""Normal"",""KUMLUCA TT"",""ROOT/RTN_SUBNET/AKDENIZ(ANTALYA)/ANTALYA/KUMLUCA TT"",""-"",""AK_SR_3G_1138"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""A3299-RTN2420428_SARNICTEPE"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950A"""
"K2094-RTN2523473_KIZILADA,""OptiX RTN 910"",""10.209.160.132"",""70-7B-E8-F4-25-F2"","" 14-3473"",""V100R006C00SPC200"",""-"",""06/19/2021 11:48:30"",""1"",""Offline"",""5667-PALAMUT_RL"",""ROOT/RTN_SUBNET/EGE(IZMIR)/MUGLA/MARMARIS/5667-PALAMUT_RL"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""5672-RTN2523454_MARMARIS_TT"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 910"""
"A6281-RTN4622630_COSANDERE,""OptiX RTN 950"",""10.210.125.130"",""28-6E-D4-0D-50-55"","" 17-2630"",""V100R020C10SPC500"",""-"",""05/28/2014 22:55:41"",""2"",""Normal"",""BOZTEPE"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Trabzon/BOZTEPE"",""-"",""HUAWEI 15 GHZ IP MW"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""6304-RTN4622629_KARLIKTEPE"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950"""
"B3253-RTN2420405_ERENTEPE,""OptiX RTN 950A"",""10.174.145.151"",""48-46-FB-05-D5-5E"","" 15-405"",""V100R020C10SPC500"",""-"",""05/27/2015 15:27:33"",""0"",""Offline"",""AKDENIZ_DM_TAKIP"",""ROOT/RTN_SUBNET/AKDENIZ(ANTALYA)/AKDENIZ_DM_TAKIP"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""A3299-RTN2420428_SARNICTEPE"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950A"""
"H7716-RTN2362550_AKHISAR_GIDA_CARSISI,""OptiX RTN 910"",""10.174.138.10"",""78-1D-BA-2F-FD-2B"","" 14-2550"",""V100R006C10SPC610"",""-"",""05/08/2018 10:37:07"",""2"",""Normal"",""MANISA_AKHISAR"",""ROOT/RTN_SUBNET/EGE(IZMIR)/MANISA/MANISA_AKHISAR"",""-"",""Slot4-Bayindir_Sariyurt"",""SPH611"",""-"",""-"",""active"",""Non-gateway"",""5462-RTN2362773_AKHISAR_2"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 910"""
"K9089-RTN4622522_TRABZON_HAVAALANI_ALT,""OptiX RTN 905"",""10.210.125.18"",""48-46-FB-9C-A4-4F"","" 17-2522"",""V100R020C10SPC500"",""-"",""09/04/2015 19:24:19"",""1"",""Normal"",""TRABZON_UNIVERSITE"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Trabzon/TRABZON_UNIVERSITE"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""B6319-RTN4622505_TRABZON_UNIVERSITE"",""-"",""Subrack Type I"",""-"",""-"",""OptiX RTN 905"""
"T-CUS2782-RTN224789_CUSTOMER_ABAYLAR_SIGORTA_BANOTO_BURSA,""OptiX RTN 905"",""10.209.42.4"",""10-51-72-35-55-30"","" 13-789"",""V100R020C10SPC500"",""-"",""05/07/2020 16:49:30"",""1"",""Normal"",""3909-RTN224366_VAKIFKOY-GNE"",""ROOT/RTN_SUBNET/GUNEY MARMARA(BURSA)/BURSA/VAKIFKOY/3909-RTN224366_VAKIFKOY-GNE"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""3909-RTN224366_VAKIFKOY"",""-"",""Subrack Type I"",""-"",""-"",""OptiX RTN 905"""
"T-CUS2834-RTN2420518_CUSTOMER_AKINDAL_TURIZM,""OptiX RTN 950"",""10.209.25.194"",""28-6E-D4-BE-25-67"","" 15-518"",""V100R020C10SPC500"",""-"",""03/03/2020 13:45:42"",""1"",""Normal"",""ANTALYA"",""ROOT/RTN_SUBNET/VDF_NET/VDF_NET_AKDENIZ(ANTALYA)/ANTALYA"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""A3300-RTN2421382_ANTALYA_ORMAN"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950"""
"Y5543-RTN2661555_KARAAGAC_SAHIL,""OptiX RTN 905"",""10.209.34.130"",""48-57-02-76-D4-29"","" 13-1555"",""V100R023C10SPC200"",""-"",""01/03/2020 14:33:10"",""1"",""Normal"",""A3481-RTN2661167_AYVALIK_SANAYI"",""ROOT/RTN_SUBNET/GUNEY MARMARA(BURSA)/BALIKESİR/AYVALIK/A3481-RTN2661167_AYVALIK_SANAYI"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""A3481-RTN2661167_AYVALIK_SANAYI"",""-"",""Subrack Type IV"",""-"",""-"",""OptiX RTN 905"""
"A2451-RTN2321441_CROWNE_PLAZA,""OptiX RTN 950A"",""10.209.125.2"",""48-46-FB-96-CA-2A"","" 14-1441"",""V100R020C10SPC500"",""-"",""05/26/2015 16:38:36"",""3"",""Normal"",""K3310-RTN285-TCK_BALCOVA_TEPE"",""ROOT/RTN_SUBNET/EGE(IZMIR)/IZMIR/IZMIR_BALCOVA/K3310-RTN285-TCK_BALCOVA_TEPE"",""-"",""OZDILEK AVM NIN ALTINDA YER ALMAKTADIR."",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""K3310-RTN232285_TCK_BALCOVA_TEPE"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950A"""
"2727-RTN2320490_KARABURUN_KUCUKBAHCE,""OptiX RTN 950A"",""10.209.122.2"",""50-6F-77-EB-C4-EA"","" 14-490"",""V100R023C10SPC200"",""-"",""05/08/2018 12:25:07"",""2"",""Normal"",""2674-RTN451-CESME"",""ROOT/RTN_SUBNET/EGE(IZMIR)/IZMIR/IZMIR_BATI/2674-CESME/2674-RTN451-CESME"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""2674-RTN232451_CESME"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950A"""
"B3416-RTN2561830_SOKE_PI,""OptiX RTN 950"",""10.209.110.3"",""28-6E-D4-63-5E-43"","" 14-1830"",""V100R020C10SPC500"",""-"",""04/04/2015 15:10:23"",""1"",""Normal"",""YENIHISAR"",""ROOT/RTN_SUBNET/EGE(IZMIR)/AYDIN/YENIHISAR"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""A3383-RTN2561788_SOKE_5"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950"""
"K6852-RTN2561794_SOKE_CUMHURIYET_MAH,""OptiX RTN 950A"",""10.209.110.4"",""48-46-FB-95-D9-54"","" 14-1794"",""V100R020C10SPC500"",""-"",""04/04/2015 15:23:34"",""1"",""Normal"",""SOKE_5"",""ROOT/RTN_SUBNET/EGE(IZMIR)/AYDIN/SOKE_5"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""A3383-RTN2561788_SOKE_5"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950A"""
"6311-RTN4622631_HAMSIKOY,""OptiX RTN 905"",""10.210.125.131"",""F8-4A-BF-66-A8-C8"","" 17-2631"",""V100R020C10SPC500"",""-"",""05/31/2014 14:30:55"",""1"",""Normal"",""BOZTEPE"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Trabzon/BOZTEPE"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""6304-RTN4622629_KARLIKTEPE"",""-"",""Subrack Type I"",""-"",""-"",""OptiX RTN 905"""
"K2583-RTN224518_ULUDAG_BOF_OTEL,""OptiX RTN 950"",""10.209.42.5"",""00-25-9E-B1-29-48"","" 13-518"",""V100R020C10SPC500"",""-"",""05/26/2015 19:39:33"",""1"",""Normal"",""3909-RTN224366_VAKIFKOY-GNE"",""ROOT/RTN_SUBNET/GUNEY MARMARA(BURSA)/BURSA/VAKIFKOY/3909-RTN224366_VAKIFKOY-GNE"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""3909-RTN224366_VAKIFKOY"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950"""
"M8265-RTN224194_AVRUPA_KONSEYI_BULVARI,""OptiX RTN 905"",""10.209.50.132"",""08-C0-21-2B-0C-66"","" 13-194"",""V100R020C10SPC500"",""-"",""01/07/2017 11:33:17"",""1"",""Normal"",""K1628-RTN22444_YUNUSELI TR KULE-GNE"",""ROOT/RTN_SUBNET/GUNEY MARMARA(BURSA)/BURSA/YUNUSELI/K1628-RTN22444_YUNUSELI TR KULE-GNE"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""K1628-RTN22444_YUNUSELI_TR_KULE"",""-"",""Subrack Type I"",""-"",""-"",""OptiX RTN 905"""
"C2272-RTN2561551_GUZELCAMLI_MILLIPARKCAD,""OptiX RTN 950"",""10.209.109.131"",""28-6E-D4-50-ED-98"","" 14-1551"",""V100R020C10SPC500"",""-"",""06/18/2021 09:23:09"",""3"",""Normal"",""B3378-RTN2561704_KUSADASI_SOGUCAK"",""ROOT/RTN_SUBNET/EGE(IZMIR)/AYDIN/KUSADASI_MERKEZ/B3378-RTN2561704_KUSADASI_SOGUCAK"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""B3378-RTN2561704_KUSADASI_SOGUCAK"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950"""
"K5804-RTN4523801_ORDU_GOKOMER,""OptiX RTN 950"",""10.210.99.177"",""28-6E-D4-66-2D-31"","" 17-3801"",""V100R020C10SPC500"",""-"",""12/16/2014 18:32:42"",""1"",""Normal"",""ORDU_BOZTEPE"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Ordu/ORDU_BOZTEPE"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""5782-RTN4523627_ORDU_BOZTEPE"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950"""
"K9565-RTN3620931_AYVACIK_KARAAGAC,""OptiX RTN 905"",""10.210.106.49"",""20-0B-C7-91-85-60"","" 17-931"",""V100R020C10SPC500"",""-"",""09/26/2014 21:57:24"",""1"",""Normal"",""CARSAMBA"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Samsun/CARSAMBA"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""A5934-RTN3620883_CARSAMBA_KAVAKDIBI"",""-"",""Subrack Type I"",""-"",""-"",""OptiX RTN 905"""
"Y1671-RTN2320552_NOWNESS_OTEL_SC,""OptiX RTN 910"",""10.209.128.194"",""00-25-9E-83-BE-E7"","" 14-552"",""V100R006C10SPC610"",""-"",""07/13/2018 14:58:44"",""1"",""Normal"",""2674-RTN451-CESME"",""ROOT/RTN_SUBNET/EGE(IZMIR)/IZMIR/IZMIR_BATI/2674-CESME/2674-RTN451-CESME"",""-"",""-"",""SPH611"",""-"",""-"",""active"",""Non-gateway"",""2674-RTN232451_CESME"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 910"""
"A2689-RTN2320626_ALIAGA_BOZKOY,""OptiX RTN 950A"",""10.209.119.3"",""48-46-FB-95-7F-24"","" 14-626"",""V100R020C10SPC500"",""-"",""04/04/2015 19:27:52"",""7"",""Normal"",""2369-RTN1497-ALIAGA_PETKIM"",""ROOT/RTN_SUBNET/EGE(IZMIR)/IZMIR/IZMIR_KUZEY/2369-RTN1497-ALIAGA_PETKIM"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""2369-RTN2321497_ALIAGA_PETKIM"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950A"""
"Y3648-RTN2661602_OTOBAN_SAVASTEPE,""OptiX RTN 905"",""10.209.33.130"",""A4-BE-2B-A8-EE-8B"","" 13-1602"",""V100R023C10SPC200"",""-"",""06/18/2021 14:18:06"",""1"",""Normal"",""D884-RTN2661367_BALIKESIR_TR_KULE"",""ROOT/RTN_SUBNET/GUNEY MARMARA(BURSA)/BALIKESİR/BALIIKESIR_MERKEZ/D884-RTN2661367_BALIKESIR_TR_KULE"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""D884-RTN2661367_BALIKESIR_TR_KULE"",""-"",""Subrack Type V"",""-"",""-"",""OptiX RTN 905"""
"Y3794-RTN2661609_OTOBAN_SOGUTCAYIR,""OptiX RTN 905"",""10.209.34.4"",""A4-BE-2B-9E-DF-02"","" 13-1609"",""V100R023C10SPC200"",""-"",""12/20/2021 16:49:59"",""1"",""Normal"",""T-T060140-RTN2661165_BLK_MERKEZ_TR"",""ROOT/RTN_SUBNET/GUNEY MARMARA(BURSA)/BALIKESİR/BALIIKESIR_MERKEZ/T-T060140-RTN2661165_BLK_MERKEZ_TR"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""T-T060140-RTN2661165_BLK_MERKEZ_TR"",""-"",""Subrack Type V"",""-"",""-"",""OptiX RTN 905"""
"K1283-RTN2561812_KOCARLI_ESENTEPE,""OptiX RTN 950"",""10.209.110.5"",""28-6E-D4-9A-67-47"","" 14-1812"",""V100R020C10SPC500"",""-"",""04/04/2015 22:02:34"",""1"",""Normal"",""YENIHISAR"",""ROOT/RTN_SUBNET/EGE(IZMIR)/AYDIN/YENIHISAR"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""A3383-RTN2561788_SOKE_5"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950"""
"Y4955-RTN2320868_DIKILI_GIRIS,""OptiX RTN 910"",""10.209.119.4"",""08-19-A6-3E-AC-56"","" 14-868"",""V100R006C10SPC610"",""-"",""01/03/2020 14:21:34"",""1"",""Normal"",""A2615-RTN821-DIKILI_KABAKUM"",""ROOT/RTN_SUBNET/EGE(IZMIR)/IZMIR/IZMIR_KUZEY/A2615-RTN821-DIKILI_KABAKUM"",""-"",""-"",""SPH611"",""-"",""-"",""active"",""Non-gateway"",""A2615-RTN232821_DIKILI_KABAKUM"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 910"""
"B5641-RTN2523279_DALAMAN_HL_IND,""OptiX RTN 950"",""10.209.160.2"",""28-6E-D4-50-ED-95"","" 14-3279"",""V100R020C10SPC500"",""-"",""08/22/2013 01:55:57"",""2"",""Normal"",""ORTACA"",""ROOT/RTN_SUBNET/EGE(IZMIR)/MUGLA/ORTACA"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""5566-RTN2523492_DALAMAN_BEL_TV"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950"""
"Y3808-RTN4523921_ORDU_YENITOKI,""OptiX RTN 905"",""10.210.97.171"",""28-B4-48-4C-F4-8D"","" 17-3921"",""V100R023C10SPC200"",""-"",""08/19/2019 14:27:53"",""1"",""Normal"",""ORDU_TOKI"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Ordu/ORDU_TOKI"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""B5806-RTN4523879_ORDU_TOKI"",""-"",""Subrack Type V"",""-"",""-"",""OptiX RTN 905"""
"Y3407-RTN2242908_ORHANGAZI_TOKI,""OptiX RTN 905"",""10.209.46.2"",""48-57-02-25-6C-D8"","" 13-2908"",""V100R023C10SPC200"",""-"",""01/04/2020 14:56:02"",""1"",""Normal"",""A3793-RTN224171_GEMLIK_HISAR"",""ROOT/RTN_SUBNET/GUNEY MARMARA(BURSA)/BURSA/GEMLIK/A3793-RTN224171_GEMLIK_HISAR"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""A3793-RTN224171_GEMLIK_HISAR"",""-"",""Subrack Type IV"",""-"",""-"",""OptiX RTN 905"""
"K5803-RTN4523560_IKIZCE_AVCIDERE,""OptiX RTN 905"",""10.210.99.60"",""10-51-72-28-64-E8"","" 17-3560"",""V100R020C10SPC500"",""-"",""01/05/2015 18:48:54"",""1"",""Normal"",""UNYE_CAMLIK"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Ordu/UNYE_CAMLIK"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""5781-RTN4523501_UNYE_CAMLIK"",""-"",""Subrack Type I"",""-"",""-"",""OptiX RTN 905"""
"M6100-RTN4622527_TRABZON_TIP_2,""OptiX RTN 950A"",""10.210.125.23"",""A4-DC-BE-11-80-42"","" 17-2527"",""V100R020C10SPC500"",""-"",""01/20/2016 00:42:45"",""2"",""Normal"",""TRABZON_UNIVERSITE"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Trabzon/TRABZON_UNIVERSITE"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""B6319-RTN4622505_TRABZON_UNIVERSITE"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950A"""
"M2521-RTN4523549_AKKUS_KARGI,""OptiX RTN 905"",""10.210.99.49"",""10-51-72-28-65-D0"","" 17-3549"",""V100R020C10SPC500"",""-"",""09/29/2015 17:42:07"",""1"",""Normal"",""UNYE_CAMLIK"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Ordu/UNYE_CAMLIK"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""5781-RTN4523501_UNYE_CAMLIK"",""-"",""Subrack Type I"",""-"",""-"",""OptiX RTN 905"""
"M2576-RTN4645628_ARDESEN_BARIS_MAH,""OptiX RTN 905"",""10.210.101.130"",""68-8F-84-ED-CD-96"","" 17-5628"",""V100R020C10SPC500"",""-"",""07/02/2015 19:00:48"",""1"",""Normal"",""ARDESEN_FIRTINA_DERESI"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Rize/ARDESEN_FIRTINA_DERESI"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""T-T070303-RTN4645627_TEIAS_ARDESEN_D.131"",""-"",""Subrack Type I"",""-"",""-"",""OptiX RTN 905"""
"M6065-RTN3587167_DEVLET_HASTANESI,""OptiX RTN 905"",""10.210.83.169"",""48-46-FB-9A-FC-51"","" 17-7167"",""V100R020C10SPC500"",""-"",""12/02/2015 20:27:43"",""1"",""Normal"",""Amasya"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Amasya"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""3121-RTN3587127_MERZIFON_KAYADUZU"",""-"",""Subrack Type I"",""-"",""-"",""OptiX RTN 905"""
