NE Report
Save Time: 06/25/2025 00:01:06
User Name:admin


Total 15051 Records

"NE Name,""NE Type"",""NE IP Address"",""NE MAC Address"",""NE ID"",""Software Version"",""Physical Location"",""Create Time"",""Fiber/Cable Count"",""Running Status"",""Subnet"",""Subnet Path"",""Alias"",""Remarks"",""Patch Version List"",""Customized Column"",""LSR ID"",""Maintenance Status"",""Gateway Type"",""Gateway"",""Optical NE"",""Subrack Type"",""Conference Call"",""Orderwire Phone"",""NE Subtype"""
"K4433-RTN3620918_TERME_GUNDOGDU,""OptiX RTN 950"",""10.210.106.36"",""78-1D-BA-2F-EE-F8"","" 17-918"",""V100R020C10SPC500"",""-"",""02/02/2014 18:14:05"",""2"",""Normal"",""CARSAMBA"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Samsun/CARSAMBA"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""A5934-RTN3620883_CARSAMBA_KAVAKDIBI"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950"""
"Y5917-RTN2661554_GURE_CIKIS,""OptiX RTN 905"",""10.209.33.2"",""AC-85-3D-B9-AC-38"","" 13-1554"",""V100R020C10SPC500"",""-"",""01/02/2020 15:32:21"",""1"",""Normal"",""3540-RTN2661279_EDREMIT_ORG"",""ROOT/RTN_SUBNET/GUNEY MARMARA(BURSA)/BALIKESİR/EDREMIT/3540-RTN2661279_EDREMIT_ORG"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""3540-RTN2661279_EDREMIT_ORG"",""-"",""Subrack Type I"",""-"",""-"",""OptiX RTN 905"""
"E2526-RTN2320762_ATATURK_ERSOY_CADDESI,""OptiX RTN 950"",""10.209.127.66"",""78-1D-BA-30-4E-47"","" 14-762"",""V100R020C10SPC500"",""-"",""11/24/2011 17:40:47"",""3"",""Normal"",""A2426-RTN1051-BORNOVA_MANISA_CIKIS"",""ROOT/RTN_SUBNET/EGE(IZMIR)/IZMIR/IZMIR_BORNOVA/A2426-RTN1051-BORNOVA_MANISA_CIKIS"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""A2426-RTN2321051_BORNOVA_MANISA_CIKIS"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950"""
"M5204-RTN2321358_BAYINDIR_SADIKPASA_MAHALLESI,""OptiX RTN 910"",""10.209.120.3"",""00-25-9E-B2-B1-02"","" 14-1358"",""V100R006C10SPC610"",""-"",""05/25/2015 21:57:46"",""1"",""Normal"",""2649-RTN1185-TORBALI_III"",""ROOT/RTN_SUBNET/EGE(IZMIR)/IZMIR/IZMIR_GUNEY/2649-RTN1185-TORBALI_III"",""-"",""-"",""SPH611"",""-"",""-"",""active"",""Non-gateway"",""2649-RTN2321185_TORBALI_3"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 910"""
"K6867-RTN2582185_DOKUZKAVAKLAR,""OptiX RTN 950"",""10.209.114.131"",""28-6E-D4-65-0F-44"","" 14-2185"",""V100R020C10SPC500"",""-"",""04/03/2015 22:05:12"",""1"",""Normal"",""A4168-RTN2133-KARSIYAKA_TV"",""ROOT/RTN_SUBNET/EGE(IZMIR)/DENIZLI/KARSIYAKA _TV/A4168-RTN2133-KARSIYAKA_TV"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""A4168-RTN2582133_KARSIYAKA_TV"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950"""
"E4593-RTN23229_BUCA_VERGI_DAIRESI_2,""OptiX RTN 910"",""10.209.120.130"",""00-25-9E-B1-34-18"","" 14-29"",""V100R006C10SPC610"",""-"",""10/03/2011 12:13:47"",""1"",""Normal"",""T-T040121-RTN890-TOROS_ATLAMA"",""ROOT/RTN_SUBNET/EGE(IZMIR)/IZMIR/IZMIR_BORNOVA/T-T040121-RTN890-TOROS_ATLAMA"",""-"",""-"",""SPH611"",""-"",""-"",""active"",""Non-gateway"",""T-T040121-RTN2324061_TOROS_ATLAMA_KASA 3"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 910"""
"K7095-RTN4545007_GIRESUN_ERIKLIMANI,""OptiX RTN 905"",""10.210.94.5"",""10-51-72-28-58-9C"","" 17-5007"",""V100R020C10SPC500"",""-"",""02/07/2015 19:40:51"",""1"",""Normal"",""BATLAMA_TT"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Giresun/BATLAMA_TT"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""K7099-RTN4545003_BATLAMA_TT"",""-"",""Subrack Type I"",""-"",""-"",""OptiX RTN 905"""
"2445-RTN2321354_BAYINDIR_BEL_TV,""OptiX RTN 950A"",""10.209.120.4"",""48-46-FB-0D-74-43"","" 14-1354"",""V100R020C10SPC500"",""-"",""05/25/2015 22:03:59"",""5"",""Normal"",""2649-RTN1185-TORBALI_III"",""ROOT/RTN_SUBNET/EGE(IZMIR)/IZMIR/IZMIR_GUNEY/2649-RTN1185-TORBALI_III"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""2649-RTN2321185_TORBALI_3"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950A"""
"V1655-RTN4523916_ZUBEYDEHANIM_CAD_2,""OptiX RTN 905"",""10.210.97.166"",""70-2F-35-00-0A-CE"","" 17-3916"",""V100R023C10SPC200"",""-"",""06/23/2022 16:20:11"",""1"",""Normal"",""ORDU_TOKI"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Ordu/ORDU_TOKI"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""B5806-RTN4523879_ORDU_TOKI"",""-"",""Subrack Type II(2F)"",""-"",""-"",""OptiX RTN 905"""
"K9422-RTN2463345_BARIDA_OTEL,""OptiX RTN 950A"",""10.209.5.2"",""48-46-FB-95-A4-81"","" 15-3345"",""V100R020C10SPC500"",""-"",""05/26/2015 14:28:30"",""5"",""Normal"",""ISPARTA"",""ROOT/RTN_SUBNET/AKDENIZ(ANTALYA)/ISPARTA"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""4769-RTN2463303_BINBIREVLER"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950A"""
"T-CUS0469-RTN2324019_CUSTOMER_ADECCO_IZMIR,""OptiX RTN 905"",""10.209.123.2"",""10-51-72-33-52-6A"","" 14-4019"",""V100R020C10SPC500"",""-"",""05/08/2018 08:20:20"",""1"",""Normal"",""2491-RTN957-GAZI_BULVARI_II"",""ROOT/RTN_SUBNET/EGE(IZMIR)/IZMIR/IZMIR_KONAK/2491-RTN957-GAZI_BULVARI_II"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""2491-RTN232957_GAZI_BULVARI_2"",""-"",""Subrack Type I"",""-"",""-"",""OptiX RTN 905"""
"K6866-RTN2581948_DENIZLI_SARAYKOY,""OptiX RTN 905"",""10.209.115.136"",""70-2F-35-03-9E-21"","" 14-1948"",""V100R023C10SPC200"",""-"",""11/27/2024 12:15:24"",""3"",""Normal"",""4134-RTN2483-A.NAZIF_ZORLU"",""ROOT/RTN_SUBNET/EGE(IZMIR)/DENIZLI/NAZIF_ZORLU/4134-RTN2483-A.NAZIF_ZORLU"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""4134-RTN2582054_A_NAZIF_ZORLU"",""-"",""Subrack Type II(2F)"",""-"",""-"",""OptiX RTN 905"""
"B5803-RTN4524162_KUMRU_KARACALAR,""OptiX RTN 950"",""10.210.98.160"",""28-6E-D4-E8-65-72"","" 17-4162"",""V100R020C10SPC500"",""-"",""12/20/2014 04:06:26"",""3"",""Normal"",""FATSA_KURTULUS"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Ordu/FATSA_KURTULUS"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""A5788-RTN4524131_FATSA_KURTULUS"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950"""
"4786-RTN2463346_PIRIMEHMET_MAH,""OptiX RTN 950A"",""10.209.5.3"",""48-46-FB-95-D1-AC"","" 15-3346"",""V100R020C10SPC500"",""-"",""05/26/2015 14:29:10"",""1"",""Normal"",""ISPARTA"",""ROOT/RTN_SUBNET/AKDENIZ(ANTALYA)/ISPARTA"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""4769-RTN2463303_BINBIREVLER"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950A"""
"H7509-RTN2563585_KUSADASI_GUZELCAMLI_MIGROS,""OptiX RTN 910"",""10.209.109.130"",""28-6E-D4-BF-86-98"","" 14-3585"",""V100R006C10SPC610"",""-"",""07/11/2018 14:55:31"",""1"",""Normal"",""B3378-RTN2561704_KUSADASI_SOGUCAK"",""ROOT/RTN_SUBNET/EGE(IZMIR)/AYDIN/KUSADASI_MERKEZ/B3378-RTN2561704_KUSADASI_SOGUCAK"",""-"",""KUSADASI_GUZELCAMLI_MIGROS"",""SPH611"",""-"",""-"",""active"",""Non-gateway"",""B3378-RTN2561704_KUSADASI_SOGUCAK"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 910"""
"K6950-RTN2362713_SOMA_YAGCILI,""OptiX RTN 910"",""10.174.138.173"",""00-25-9E-B3-9D-21"","" 14-2713"",""V100R006C10SPC610"",""-"",""02/27/2015 16:07:07"",""1"",""Normal"",""MANISA_AKHISAR"",""ROOT/RTN_SUBNET/EGE(IZMIR)/MANISA/MANISA_AKHISAR"",""-"",""-"",""SPH611"",""-"",""-"",""active"",""Non-gateway"",""5462-RTN2362773_AKHISAR_2"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 910"""
"A3438-RTN2561790_SOKE_6,""OptiX RTN 950A"",""10.209.110.2"",""08-79-8C-EF-6F-F0"","" 14-1790"",""V100R023C10SPC200"",""-"",""04/04/2015 13:34:33"",""2"",""Normal"",""SOKE_5"",""ROOT/RTN_SUBNET/EGE(IZMIR)/AYDIN/SOKE_5"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""A3383-RTN2561788_SOKE_5"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950A"""
"H7448-RTN2262796_YALOVA_GIRIS,""OptiX RTN 905"",""10.209.67.2"",""9C-71-3A-5D-83-40"","" 13-2796"",""V100R023C10SPC200"",""-"",""10/03/2018 08:58:55"",""2"",""Normal"",""A6460-RTN2262795_YALOVA_YESILOVA_GNE"",""ROOT/RTN_SUBNET/GUNEY MARMARA(BURSA)/YALOVA/A6460-RTN2262795_YALOVA_YESILOVA_GNE"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""A6460-RTN2262795_YALOVA_YESILOVA"",""-"",""Subrack Type V"",""-"",""-"",""OptiX RTN 905"""
"K5980-RTN3620927_TERME_AKCAY,""OptiX RTN 905"",""10.210.106.45"",""68-8F-84-EF-99-06"","" 17-927"",""V100R020C10SPC500"",""-"",""04/29/2014 18:43:31"",""1"",""Normal"",""CARSAMBA"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Samsun/CARSAMBA"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""A5934-RTN3620883_CARSAMBA_KAVAKDIBI"",""-"",""Subrack Type I"",""-"",""-"",""OptiX RTN 905"""
"Y9750-RTN2362852_SARIGOL_MERKEZ,""OptiX RTN 950A"",""10.174.139.58"",""50-6F-77-EB-C3-9A"","" 14-2852"",""V100R023C10SPC200"",""-"",""06/17/2021 17:07:24"",""2"",""Normal"",""5457-RTN2670-SALIHLI_2"",""ROOT/RTN_SUBNET/EGE(IZMIR)/MANISA/MANISA_SALIHLI/5457-RTN2670-SALIHLI_2"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""5457-RTN2362670_SALIHLI_2"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950A"""
"5960-RTN3620762_VEZIRKOPRU_YAGANOZU,""OptiX RTN 980"",""10.210.107.6"",""7C-A2-3E-92-B8-B0"","" 17-762"",""V100R020C10SPC500"",""-"",""08/06/2015 05:41:33"",""7"",""Normal"",""HAVZA"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Samsun/HAVZA"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""5957-RTN3620757_HAVZA_TV"",""-"",""Subrack"",""-"",""-"",""OptiX RTN 980"""
"Y1438-RTN2241908_KESTEL_KAVSAK,""OptiX RTN 905"",""10.209.48.3"",""28-B4-48-4C-F2-F6"","" 13-1908"",""V100R023C10SPC200"",""-"",""05/08/2018 08:16:08"",""1"",""Normal"",""3909-RTN224701_VAKIFKOY-GNE"",""ROOT/RTN_SUBNET/GUNEY MARMARA(BURSA)/BURSA/VAKIFKOY/3909-RTN224701_VAKIFKOY-GNE"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""3909-RTN224701_VAKIFKOY"",""-"",""Subrack Type V"",""-"",""-"",""OptiX RTN 905"""
"M7817-RTN3587168_MERZIFON_YENIMAHALLE,""OptiX RTN 905"",""10.210.83.170"",""08-C0-21-2B-0C-56"","" 17-7168"",""V100R020C10SPC500"",""-"",""12/08/2016 11:16:49"",""1"",""Normal"",""Amasya"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Amasya"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""3121-RTN3587127_MERZIFON_KAYADUZU"",""-"",""Subrack Type I"",""-"",""-"",""OptiX RTN 905"""
"A4508-RTN4545008_BULANCAK_DIKMENTEPE,""OptiX RTN 980"",""10.210.94.6"",""AC-85-3D-AA-66-7D"","" 17-5008"",""V100R020C10SPC500"",""-"",""09/03/2014 17:36:37"",""12"",""Normal"",""BATLAMA_TT"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Giresun/BATLAMA_TT"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""K7099-RTN4545003_BATLAMA_TT"",""-"",""Subrack"",""-"",""-"",""OptiX RTN 980"""
"K8702-RTN2420064_SIDE_ANADOLU_HASTANESI,""OptiX RTN 905"",""10.209.22.130"",""10-51-72-33-36-D4"","" 15-64"",""V100R020C10SPC500"",""-"",""02/27/2015 16:31:48"",""1"",""Normal"",""TURKBELENI"",""ROOT/RTN_SUBNET/AKDENIZ(ANTALYA)/ANTALYA/TURKBELENI"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""K4271-RTN2420641_TURKBELENI_2"",""-"",""Subrack Type I"",""-"",""-"",""OptiX RTN 905"""
"K5636-RTN4524141_PERSEMBE_BOLAMAN,""OptiX RTN 905"",""10.210.98.139"",""AC-85-3D-91-91-42"","" 17-4141"",""V100R020C10SPC500"",""-"",""07/25/2014 17:02:58"",""1"",""Normal"",""FATSA_KURTULUS"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Ordu/FATSA_KURTULUS"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""A5788-RTN4524131_FATSA_KURTULUS"",""-"",""Subrack Type I"",""-"",""-"",""OptiX RTN 905"""
"Y2373-RTN2320266_SARNIC_ATATURK_CAD,""OptiX RTN 910"",""10.209.126.194"",""00-25-9E-83-BD-48"","" 14-266"",""V100R006C10SPC610"",""-"",""10/08/2024 13:06:02"",""1"",""Normal"",""2665-RTN937-GAZIEMIR_PLAZA"",""ROOT/RTN_SUBNET/EGE(IZMIR)/IZMIR/IZMIR_GAZIEMIR/2665-RTN937-GAZIEMIR_PLAZA"",""-"",""-"",""SPH611"",""-"",""-"",""active"",""Non-gateway"",""A2789-RTN2320429_GORECE"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 910"""
"3144-RTN3587137_AMASYA_FINDIKLI,""OptiX RTN 950A"",""10.210.83.139"",""60-2E-20-5E-31-28"","" 17-7137"",""V100R023C10SPC200"",""-"",""07/07/2021 18:52:57"",""4"",""Normal"",""Amasya"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Amasya"",""-"",""-"",""-"",""-"",""10.85.147.212"",""active"",""Non-gateway"",""3121-RTN3587127_MERZIFON_KAYADUZU"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950A"""
"D2820-RTN2722680_AFYON_DEVLET_HASTANESI,""OptiX RTN 950A"",""10.209.2.68"",""9C-E3-74-1C-33-8D"","" 15-2680"",""V100R023C10SPC200"",""-"",""01/09/2017 17:17:38"",""1"",""Normal"",""AFYON_ORG_SAN"",""ROOT/RTN_SUBNET/AKDENIZ(ANTALYA)/AFYON/AFYON_ORG_SAN"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""3044-RTN2722643_AFYON_ORG_SAN"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950A"""
"K7099-RTN4545009_BATLAMA_TT,""OptiX RTN 380"",""10.210.94.7"",""D0-D0-4B-66-59-09"","" 17-5009"",""V100R023C10SPC200"",""-"",""10/17/2017 13:11:35"",""1"",""Normal"",""BATLAMA_TT"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Giresun/BATLAMA_TT"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""K7099-RTN4545003_BATLAMA_TT"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 380"""
"T-CUS2820-RTN2420623_CUSTOMER_HDI_ANTALYA,""OptiX RTN 910"",""10.209.20.130"",""00-25-9E-B2-33-FD"","" 15-623"",""V100R006C10SPC610"",""-"",""01/03/2020 11:50:02"",""1"",""Normal"",""ANTALYA"",""ROOT/RTN_SUBNET/VDF_NET/VDF_NET_AKDENIZ(ANTALYA)/ANTALYA"",""-"",""-"",""SPH611"",""-"",""-"",""active"",""Non-gateway"",""A3272-RTN2420820_VODAFONE_ANTALYA"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 910"""
"A3244-RTN2421012_IC_HAVALIMANI,""OptiX RTN 910"",""10.209.19.130"",""00-25-9E-AF-C4-83"","" 15-1012"",""V100R006C10SPC610"",""-"",""02/14/2014 18:04:41"",""1"",""Normal"",""AKSU"",""ROOT/RTN_SUBNET/AKDENIZ(ANTALYA)/ANTALYA/AKSU"",""-"",""-"",""SPH611"",""-"",""-"",""active"",""Non-gateway"",""K2955-RTN2420374_KEMERAGZI_HUB"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 910"""
"H7257-RTN3381574_KARAMAN_TOKI_2,""OptiX RTN 905"",""10.209.0.97"",""04-B0-E7-F1-28-B9"","" 15-1574"",""V100R023C10SPC200"",""-"",""05/08/2018 08:29:16"",""1"",""Normal"",""KARAMAN_KUCUK_SANAYI"",""ROOT/RTN_SUBNET/AKDENIZ(ANTALYA)/KARAMAN/KARAMAN_KUCUK_SANAYI"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""4876-RTN3381580_KARAMAN_KUCUK_SANAYI"",""-"",""Subrack Type V"",""-"",""-"",""OptiX RTN 905"""
"T-CUS2717-RTN2243022_CUSTOMER_UNIS_MAKINA,""OptiX RTN 905"",""10.209.41.151"",""48-43-5A-1E-9E-D0"","" 13-3022"",""V100R020C10SPC500"",""-"",""04/07/2025 14:42:05"",""1"",""Normal"",""A3856-RTN224548_CALI_SANAYI"",""ROOT/RTN_SUBNET/GUNEY MARMARA(BURSA)/BURSA/A3856-RTN224548_CALI_SANAYI"",""-"",""-"",""SPH504 "",""-"",""-"",""active"",""Non-gateway"",""A3856-RTN224548_CALI_SANAYI"",""-"",""Subrack Type IV"",""-"",""-"",""OptiX RTN 905"""
"K7104-RTN4524149_KUMRU_YALNIZDAM,""OptiX RTN 905"",""10.210.98.147"",""10-51-72-20-11-30"","" 17-4149"",""V100R020C10SPC500"",""-"",""11/19/2014 18:00:57"",""1"",""Normal"",""FATSA_KURTULUS"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Ordu/FATSA_KURTULUS"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""A5788-RTN4524131_FATSA_KURTULUS"",""-"",""Subrack Type I"",""-"",""-"",""OptiX RTN 905"""
"K7133-RTN3567928_ARTOVA_AGMUSA,""OptiX RTN 905"",""10.210.118.52"",""10-51-72-34-35-9D"","" 17-7928"",""V100R020C10SPC500"",""-"",""03/11/2015 21:50:28"",""1"",""Normal"",""Tokat_BSC"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Tokat/Tokat_BSC"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""Y6439-RTN3567877_TOKAT_DEDEMAN"",""-"",""Subrack Type I"",""-"",""-"",""OptiX RTN 905"""
"B2357-RTN2321260_ODEMIS_DEMIRCILI,""OptiX RTN 950A"",""10.209.126.2"",""9C-74-6F-6E-E0-EB"","" 14-1260"",""V100R023C10SPC200"",""-"",""03/16/2024 12:23:08"",""5"",""Normal"",""2685-RTN1281-TIRE_ORGANIZE"",""ROOT/RTN_SUBNET/EGE(IZMIR)/IZMIR/IZMIR_GUNEY/2685-RTN1281-TIRE_ORGANIZE"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""2685-RTN2321281_TIRE_ORGANIZE"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950A"""
"M2717-RTN3567911_TOKAT_OSB,""OptiX RTN 905"",""10.210.118.35"",""48-46-FB-A0-0B-FC"","" 17-7911"",""V100R020C10SPC500"",""-"",""03/03/2016 12:57:37"",""1"",""Normal"",""Tokat_BSC"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Tokat/Tokat_BSC"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""Y6439-RTN3567877_TOKAT_DEDEMAN"",""-"",""Subrack Type I"",""-"",""-"",""OptiX RTN 905"""
"K2955-RTN2420366_KEMERAGZI_HUB_VRD,""OptiX RTN 950A"",""10.174.145.112"",""BC-3F-8F-7A-9C-62"","" 15-366"",""V100R023C10SPC200"",""-"",""07/12/2018 09:30:01"",""7"",""Normal"",""ANTALYA"",""ROOT/RTN_SUBNET/VDF_NET/VDF_NET_AKDENIZ(ANTALYA)/ANTALYA"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""K2955-RTN2420374_KEMERAGZI_HUB"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950A"""
"E1828-RTN4542747_GIRESUN_EMNIYET,""OptiX RTN 950"",""10.210.94.8"",""28-6E-D4-BE-2E-0C"","" 17-2747"",""V100R020C10SPC500"",""-"",""09/26/2014 20:37:48"",""1"",""Normal"",""BATLAMA_TT"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Giresun/BATLAMA_TT"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""K7099-RTN4545003_BATLAMA_TT"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950"""
"T-CUS0584-RTN2420372_CUSTOMER_YAPISAN_TURIZM_LARA_DELUXE_OTEL,""OptiX RTN 905"",""10.209.19.132"",""60-DE-F3-48-D0-9D"","" 15-372"",""V100R023C10SPC200"",""-"",""07/12/2018 09:30:07"",""2"",""Normal"",""ANTALYA"",""ROOT/RTN_SUBNET/VDF_NET/VDF_NET_AKDENIZ(ANTALYA)/ANTALYA"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""K2955-RTN2420374_KEMERAGZI_HUB"",""-"",""Subrack Type V"",""-"",""-"",""OptiX RTN 905"""
"T-CUS0447-RTN2561884_CUSTOMER_THY_TEKNIK,""OptiX RTN 905"",""10.174.135.106"",""AC-F9-70-89-44-49"","" 14-1884"",""V100R023C10SPC200"",""-"",""05/08/2018 08:39:51"",""1"",""Offline"",""VDF_NET_EGE(IZMIR)"",""ROOT/RTN_SUBNET/VDF_NET/VDF_NET_EGE(IZMIR)"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""-"",""-"",""Subrack Type V"",""-"",""-"",""OptiX RTN 905"""
"T-T050156-RTN2463414_KISLAKOYU_ATLAMA,""OptiX RTN 950"",""10.209.5.130"",""28-6E-D4-50-EA-CB"","" 15-3414"",""V100R020C10SPC500"",""-"",""07/12/2018 08:58:59"",""2"",""Normal"",""ISPARTA"",""ROOT/RTN_SUBNET/AKDENIZ(ANTALYA)/ISPARTA"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""4769-RTN2463332_BINBIREVLER"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950"""
"2998-RTN3321903_TOPRAK_SARNIC,""OptiX RTN 950"",""10.174.151.125"",""28-6E-D4-0D-4F-AA"","" 15-1903"",""V100R020C10SPC500"",""-"",""05/25/2015 18:44:51"",""4"",""Normal"",""BUSAN"",""ROOT/RTN_SUBNET/AKDENIZ(ANTALYA)/KONYA/BUSAN"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""B5284-RTN3321833_SAKARYA_MAH"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950"""
"M8408-RTN2241958_HALITPASA_TEPE,""OptiX RTN 905"",""10.209.43.191"",""F8-75-88-A4-4F-11"","" 13-1958"",""V100R023C10SPC200"",""-"",""05/08/2018 08:31:54"",""1"",""Normal"",""B3791-RTN224117_HAMITLER TR KULE-GNE"",""ROOT/RTN_SUBNET/GUNEY MARMARA(BURSA)/BURSA/HAMITLER/B3791-RTN224117_HAMITLER TR KULE-GNE"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""B3791-RTN224117_HAMITLER_TR_KULE"",""-"",""Subrack Type V"",""-"",""-"",""OptiX RTN 905"""
"K6330-RTN2463435_GULEVLER,""OptiX RTN 950"",""10.209.5.131"",""78-1D-BA-30-AE-97"","" 15-3435"",""V100R020C10SPC500"",""-"",""07/12/2018 08:59:04"",""1"",""Normal"",""ISPARTA"",""ROOT/RTN_SUBNET/AKDENIZ(ANTALYA)/ISPARTA"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""4769-RTN2463332_BINBIREVLER"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950"""
"6261-RTN3567916_TOKAT_AHMAKLAR,""OptiX RTN 980"",""10.210.118.40"",""E4-35-C8-7B-22-E1"","" 17-7916"",""V100R020C10SPC500"",""-"",""12/20/2015 19:16:38"",""4"",""Normal"",""Tokat_BSC"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Tokat/Tokat_BSC"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""Y6439-RTN3567877_TOKAT_DEDEMAN"",""-"",""Subrack"",""-"",""-"",""OptiX RTN 980"""
"M1338-RTN3620414_BAT,""OptiX RTN 905"",""10.210.107.164"",""CC-53-B5-F9-6E-79"","" 17-414"",""V100R020C10SPC500"",""-"",""09/06/2016 13:42:29"",""1"",""Normal"",""BAFRA"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Samsun/BAFRA"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""B5937-RTN3620379_BAFRA_SUDEPOSU"",""-"",""Subrack Type I"",""-"",""-"",""OptiX RTN 905"""
