Result Time,Granularity Period,Object Name,Reliability,"50331748","50331749","50331750","50331751","50331752","50331753","50361697"
2025-06-24 06:00,60,"GLLF_LF104_YDU_SAGLIK_BILIMLERI/ULoCell:NodeB Function Name=NLF01_39817_LF104_YDU_SAGLIK_BILIMLERI, Local Cell ID=46591, Cell Name=N/A",Reliable,0.01,0.01,0.01,0.01,0,0,
2025-06-24 06:00,60,"SRLF_LF075_METROPOL_2/ULoCell:NodeB Function Name=NLF01_39788_LF075_METROPOL_2, Local Cell ID=44163, Cell Name=N/A",Reliable,0.343,0.329,0.343,0.322,265,264,
2025-06-24 06:00,60,"SRLF_LF075_METROPOL_2/ULoCell:NodeB Function Name=NLF01_39788_LF075_METROPOL_2, Local Cell ID=44162, Cell Name=N/A",Reliable,0.019,0.019,0.019,0.019,0,0,
2025-06-24 06:00,60,"SRLF_LF075_METROPOL_2/ULoCell:NodeB Function Name=NLF01_39788_LF075_METROPOL_2, Local Cell ID=44161, Cell Name=N/A",Reliable,0.001,0,0.001,0,0,0,
2025-06-24 06:00,60,"GLLF_LF054_ISLAM_CEMIYETI/ULoCell:NodeB Function Name=NLF01_39767_LF054_ISLAM_CEMIYETI, Local Cell ID=47543, Cell Name=N/A",Reliable,0.618,0.587,0.618,0.542,0,0,
2025-06-24 06:00,60,"GLLF_LF054_ISLAM_CEMIYETI/ULoCell:NodeB Function Name=NLF01_39767_LF054_ISLAM_CEMIYETI, Local Cell ID=47542, Cell Name=N/A",Reliable,0.903,0.892,0.903,0.887,0,0,
2025-06-24 06:00,60,"GLLF_LF054_ISLAM_CEMIYETI/ULoCell:NodeB Function Name=NLF01_39767_LF054_ISLAM_CEMIYETI, Local Cell ID=47541, Cell Name=N/A",Reliable,0.928,0.851,0.928,0.792,474,244,
2025-06-24 06:00,60,"GLLF_LF056_KARABABA/ULoCell:NodeB Function Name=NLF01_39769_LF056_KARABABA, Local Cell ID=44083, Cell Name=N/A",Reliable,0.183,0.168,0.183,0.156,7151,3894,
2025-06-24 06:00,60,"GLLF_LF056_KARABABA/ULoCell:NodeB Function Name=NLF01_39769_LF056_KARABABA, Local Cell ID=44082, Cell Name=N/A",Reliable,0.192,0.176,0.192,0.171,2989,0,
2025-06-24 06:00,60,"GLLF_LF056_KARABABA/ULoCell:NodeB Function Name=NLF01_39769_LF056_KARABABA, Local Cell ID=44081, Cell Name=N/A",Reliable,0.421,0.387,0.421,0.372,0,0,
2025-06-24 06:00,60,"GLLF_LF060_KIRKLAR_ASKERIYE/ULoCell:NodeB Function Name=NLF01_39773_LF060_KIRKLAR_ASKERIYE, Local Cell ID=47783, Cell Name=N/A",Reliable,0.622,0.574,0.622,0.497,0,0,
2025-06-24 06:00,60,"GLLF_LF060_KIRKLAR_ASKERIYE/ULoCell:NodeB Function Name=NLF01_39773_LF060_KIRKLAR_ASKERIYE, Local Cell ID=47782, Cell Name=N/A",Reliable,0.076,0.064,0.076,0.064,0,0,
2025-06-24 06:00,60,"GLLF_LF060_KIRKLAR_ASKERIYE/ULoCell:NodeB Function Name=NLF01_39773_LF060_KIRKLAR_ASKERIYE, Local Cell ID=47781, Cell Name=N/A",Reliable,0.483,0.444,0.483,0.407,1425,781,
2025-06-24 06:00,60,"GLLF_LF113_YILMAZKOY/ULoCell:NodeB Function Name=NLF01_39826_LF113_YILMAZKOY, Local Cell ID=45293, Cell Name=N/A",Reliable,0.989,0.883,0.989,0.696,969,51,
2025-06-24 06:00,60,"GLLF_LF113_YILMAZKOY/ULoCell:NodeB Function Name=NLF01_39826_LF113_YILMAZKOY, Local Cell ID=45292, Cell Name=N/A",Reliable,0.412,0.375,0.412,0.363,0,0,
2025-06-24 06:00,60,"GLLF_LF113_YILMAZKOY/ULoCell:NodeB Function Name=NLF01_39826_LF113_YILMAZKOY, Local Cell ID=45291, Cell Name=N/A",Reliable,0.946,0.871,0.946,0.801,0,0,
2025-06-24 06:00,60,"GLLF_LF111_YENISEHIR_PGM/ULoCell:NodeB Function Name=NLF01_39824_LF111_YENISEHIR_PGM, Local Cell ID=47233, Cell Name=N/A",Reliable,0.193,0.186,0.193,0.183,0,0,
2025-06-24 06:00,60,"GLLF_LF111_YENISEHIR_PGM/ULoCell:NodeB Function Name=NLF01_39824_LF111_YENISEHIR_PGM, Local Cell ID=47232, Cell Name=N/A",Reliable,0.018,0.015,0.018,0.015,0,0,
2025-06-24 06:00,60,"GLLF_LF111_YENISEHIR_PGM/ULoCell:NodeB Function Name=NLF01_39824_LF111_YENISEHIR_PGM, Local Cell ID=47231, Cell Name=N/A",Reliable,0.076,0.071,0.076,0.069,0,0,
2025-06-24 06:00,60,"GLLF_LF076_METROPOLE_NEW/ULoCell:NodeB Function Name=NLF01_39789_LF076_METROPOLE_NEW, Local Cell ID=47143, Cell Name=N/A",Reliable,0.15,0.133,0.15,0.117,0,0,
2025-06-24 06:00,60,"GLLF_LF076_METROPOLE_NEW/ULoCell:NodeB Function Name=NLF01_39789_LF076_METROPOLE_NEW, Local Cell ID=47142, Cell Name=N/A",Reliable,0.015,0.015,0.015,0.015,0,0,
2025-06-24 06:00,60,"GLLF_LF076_METROPOLE_NEW/ULoCell:NodeB Function Name=NLF01_39789_LF076_METROPOLE_NEW, Local Cell ID=47141, Cell Name=N/A",Reliable,0.035,0.032,0.035,0.031,898,878,
2025-06-24 06:00,60,"GLLF_LF039_GONYELI_4/ULoCell:NodeB Function Name=NLF01_39752_LF039_GONYELI_4, Local Cell ID=44053, Cell Name=N/A",Reliable,0.489,0.465,0.489,0.447,441,380,
2025-06-24 06:00,60,"GLLF_LF039_GONYELI_4/ULoCell:NodeB Function Name=NLF01_39752_LF039_GONYELI_4, Local Cell ID=44052, Cell Name=N/A",Reliable,0.375,0.356,0.375,0.308,265,264,
2025-06-24 06:00,60,"GLLF_LF039_GONYELI_4/ULoCell:NodeB Function Name=NLF01_39752_LF039_GONYELI_4, Local Cell ID=44051, Cell Name=N/A",Reliable,0.529,0.506,0.529,0.497,759,667,
2025-06-24 06:00,60,"GLLF_LF049_HAMITKOY_CADDE/ULoCell:NodeB Function Name=NLF01_39762_LF049_HAMITKOY_CADDE, Local Cell ID=46543, Cell Name=N/A",Reliable,0.061,0.056,0.061,0.054,0,0,
2025-06-24 06:00,60,"GLLF_LF049_HAMITKOY_CADDE/ULoCell:NodeB Function Name=NLF01_39762_LF049_HAMITKOY_CADDE, Local Cell ID=46542, Cell Name=N/A",Reliable,0.467,0.418,0.467,0.404,0,0,
2025-06-24 06:00,60,"GLLF_LF049_HAMITKOY_CADDE/ULoCell:NodeB Function Name=NLF01_39762_LF049_HAMITKOY_CADDE, Local Cell ID=46541, Cell Name=N/A",Reliable,0.262,0.247,0.262,0.203,1335,1277,
2025-06-24 06:00,60,"GLLF_LF015_CIHANGIR/ULoCell:NodeB Function Name=NLF01_39728_LF015_CIHANGIR, Local Cell ID=44123, Cell Name=N/A",Reliable,0.006,0.006,0.006,0.006,0,0,
2025-06-24 06:00,60,"GLLF_LF015_CIHANGIR/ULoCell:NodeB Function Name=NLF01_39728_LF015_CIHANGIR, Local Cell ID=44122, Cell Name=N/A",Reliable,0.529,0.481,0.529,0.407,0,0,
2025-06-24 06:00,60,"GLLF_LF015_CIHANGIR/ULoCell:NodeB Function Name=NLF01_39728_LF015_CIHANGIR, Local Cell ID=44121, Cell Name=N/A",Reliable,0.176,0.165,0.176,0.153,0,0,
2025-06-24 06:00,60,"GLLF_LF078_NAZ_APARTMANI/ULoCell:NodeB Function Name=NLF01_39791_LF078_NAZ_APARTMANI, Local Cell ID=46793, Cell Name=N/A",Reliable,0.211,0.194,0.211,0.165,0,0,
2025-06-24 06:00,60,"GLLF_LF078_NAZ_APARTMANI/ULoCell:NodeB Function Name=NLF01_39791_LF078_NAZ_APARTMANI, Local Cell ID=46792, Cell Name=N/A",Reliable,0.124,0.119,0.124,0.107,0,0,
2025-06-24 06:00,60,"GLLF_LF078_NAZ_APARTMANI/ULoCell:NodeB Function Name=NLF01_39791_LF078_NAZ_APARTMANI, Local Cell ID=46791, Cell Name=N/A",Reliable,0.081,0.069,0.081,0.067,0,0,
2025-06-24 06:00,60,"GLLF_LF057_KAROVA/ULoCell:NodeB Function Name=NLF01_39770_LF057_KAROVA, Local Cell ID=44153, Cell Name=N/A",Reliable,0.057,0.051,0.057,0.05,12,7,
2025-06-24 06:00,60,"GLLF_LF057_KAROVA/ULoCell:NodeB Function Name=NLF01_39770_LF057_KAROVA, Local Cell ID=44152, Cell Name=N/A",Reliable,0.206,0.197,0.206,0.194,217,201,
2025-06-24 06:00,60,"GLLF_LF057_KAROVA/ULoCell:NodeB Function Name=NLF01_39770_LF057_KAROVA, Local Cell ID=44151, Cell Name=N/A",Reliable,0.979,0.954,0.979,0.949,1557,1524,
2025-06-24 06:00,60,"GLLF_LF011_BALIKESIR/ULoCell:NodeB Function Name=NLF01_39724_LF011_BALIKESIR, Local Cell ID=44543, Cell Name=N/A",Reliable,0.136,0.129,0.136,0.119,0,0,
2025-06-24 06:00,60,"GLLF_LF011_BALIKESIR/ULoCell:NodeB Function Name=NLF01_39724_LF011_BALIKESIR, Local Cell ID=44542, Cell Name=N/A",Reliable,0,0,0,0,0,0,
2025-06-24 06:00,60,"GLLF_LF011_BALIKESIR/ULoCell:NodeB Function Name=NLF01_39724_LF011_BALIKESIR, Local Cell ID=44541, Cell Name=N/A",Reliable,0.379,0.35,0.379,0.262,99,0,
2025-06-24 06:00,60,"GLLF_LF116_AKSOY_OYUNCAK/ULoCell:NodeB Function Name=NLF01_39892_LF116_Aksoy_Oyuncak, Local Cell ID=47923, Cell Name=N/A",Reliable,0.762,0.719,0.762,0.56,306,305,
2025-06-24 06:00,60,"GLLF_LF116_AKSOY_OYUNCAK/ULoCell:NodeB Function Name=NLF01_39892_LF116_Aksoy_Oyuncak, Local Cell ID=47922, Cell Name=N/A",Reliable,0.017,0.014,0.017,0.014,0,0,
2025-06-24 06:00,60,"GLLF_LF116_AKSOY_OYUNCAK/ULoCell:NodeB Function Name=NLF01_39892_LF116_Aksoy_Oyuncak, Local Cell ID=47921, Cell Name=N/A",Reliable,0.011,0.01,0.011,0.01,0,0,
2025-06-24 06:00,60,"SRLF_LF023_DUMLUPINAR/ULoCell:NodeB Function Name=NLF01_39736_LF023_DUMLUPINAR, Local Cell ID=44033, Cell Name=N/A",Reliable,0.06,0.049,0.06,0.04,0,0,
2025-06-24 06:00,60,"SRLF_LF023_DUMLUPINAR/ULoCell:NodeB Function Name=NLF01_39736_LF023_DUMLUPINAR, Local Cell ID=44032, Cell Name=N/A",Reliable,0.001,0.001,0.001,0.001,0,0,
2025-06-24 06:00,60,"SRLF_LF023_DUMLUPINAR/ULoCell:NodeB Function Name=NLF01_39736_LF023_DUMLUPINAR, Local Cell ID=44031, Cell Name=N/A",Reliable,0.057,0.057,0.057,0.057,94,72,
2025-06-24 06:00,60,"GLLF_LF009_ATATURK_STADIUM/ULoCell:NodeB Function Name=NLF01_39722_LF009_ATATURK_STADIUM, Local Cell ID=47093, Cell Name=N/A",Reliable,0.075,0.057,0.075,0.051,0,0,
2025-06-24 06:00,60,"GLLF_LF009_ATATURK_STADIUM/ULoCell:NodeB Function Name=NLF01_39722_LF009_ATATURK_STADIUM, Local Cell ID=47092, Cell Name=N/A",Reliable,0.282,0.26,0.282,0.246,3200,2764,
2025-06-24 06:00,60,"GLLF_LF009_ATATURK_STADIUM/ULoCell:NodeB Function Name=NLF01_39722_LF009_ATATURK_STADIUM, Local Cell ID=47091, Cell Name=N/A",Reliable,0.026,0.022,0.026,0.022,0,0,
2025-06-24 06:00,60,"GLGN_GN111_NILGUN_RESTURANT/ULoCell:NodeB Function Name=NGN01_39611_GN111_NILGUN_RESTURANT, Local Cell ID=45473, Cell Name=N/A",Reliable,0.006,0.004,0.006,0.004,0,0,
2025-06-24 06:00,60,"GLGN_GN111_NILGUN_RESTURANT/ULoCell:NodeB Function Name=NGN01_39611_GN111_NILGUN_RESTURANT, Local Cell ID=45472, Cell Name=N/A",Reliable,0.099,0.093,0.099,0.09,0,0,
2025-06-24 06:00,60,"GLGN_GN111_NILGUN_RESTURANT/ULoCell:NodeB Function Name=NGN01_39611_GN111_NILGUN_RESTURANT, Local Cell ID=45471, Cell Name=N/A",Reliable,0.357,0.343,0.357,0.343,623,467,
2025-06-24 06:00,60,"GLGN_GN027_CATALKOY/ULoCell:NodeB Function Name=NGN01_39527_GN027_CATALKOY, Local Cell ID=43623, Cell Name=N/A",Reliable,1.36,1.164,1.36,1.018,2353,1053,
2025-06-24 06:00,60,"GLGN_GN027_CATALKOY/ULoCell:NodeB Function Name=NGN01_39527_GN027_CATALKOY, Local Cell ID=43622, Cell Name=N/A",Reliable,0.651,0.632,0.651,0.631,914,907,
2025-06-24 06:00,60,"GLGN_GN027_CATALKOY/ULoCell:NodeB Function Name=NGN01_39527_GN027_CATALKOY, Local Cell ID=43621, Cell Name=N/A",Reliable,1.549,1.476,1.549,1.41,13445,3290,
2025-06-24 06:00,60,"GLGN_GN142_SEVENER_RESTURANT/ULoCell:NodeB Function Name=NGN01_39900_GN142_SEVENER_RESTURANT, Local Cell ID=47993, Cell Name=N/A",Reliable,1.09,1.011,1.09,1.01,4305,3172,
2025-06-24 06:00,60,"GLGN_GN142_SEVENER_RESTURANT/ULoCell:NodeB Function Name=NGN01_39900_GN142_SEVENER_RESTURANT, Local Cell ID=47992, Cell Name=N/A",Reliable,1.526,1.458,1.526,1.424,13488,4763,
2025-06-24 06:00,60,"GLGN_GN142_SEVENER_RESTURANT/ULoCell:NodeB Function Name=NGN01_39900_GN142_SEVENER_RESTURANT, Local Cell ID=47991, Cell Name=N/A",Reliable,0.796,0.788,0.796,0.781,2544,2418,
2025-06-24 06:00,60,"SRGN_GN052_ELEXSUS_OTEL_A/ULoCell:NodeB Function Name=NGN01_39552_GN052_ELEXSUS_OTEL_A, Local Cell ID=45734, Cell Name=N/A",Reliable,0,0,0,0,0,0,
2025-06-24 06:00,60,"SRGN_GN052_ELEXSUS_OTEL_A/ULoCell:NodeB Function Name=NGN01_39552_GN052_ELEXSUS_OTEL_A, Local Cell ID=45733, Cell Name=N/A",Reliable,0.013,0.013,0.013,0.013,0,0,
2025-06-24 06:00,60,"SRGN_GN052_ELEXSUS_OTEL_A/ULoCell:NodeB Function Name=NGN01_39552_GN052_ELEXSUS_OTEL_A, Local Cell ID=45732, Cell Name=N/A",Reliable,0,0,0,0,0,0,
2025-06-24 06:00,60,"SRGN_GN052_ELEXSUS_OTEL_A/ULoCell:NodeB Function Name=NGN01_39552_GN052_ELEXSUS_OTEL_A, Local Cell ID=45731, Cell Name=N/A",Reliable,0,0,0,0,0,0,
2025-06-24 06:00,60,"SRGN_GN053_ELEXSUS_OTEL_B/ULoCell:NodeB Function Name=NGN01_39553_GN053_ELEXSUS_OTEL_B, Local Cell ID=45742, Cell Name=N/A",Reliable,0,0,0,0,0,0,
2025-06-24 06:00,60,"SRGN_GN053_ELEXSUS_OTEL_B/ULoCell:NodeB Function Name=NGN01_39553_GN053_ELEXSUS_OTEL_B, Local Cell ID=45741, Cell Name=N/A",Reliable,0.032,0.031,0.032,0.031,0,0,
2025-06-24 06:00,60,"GLGN_GN002_ACAPULCO_CASINO/ULoCell:NodeB Function Name=NGN01_39502_GN002_ACAPULCO_CASINO, Local Cell ID=48863, Cell Name=N/A",Reliable,0,0,0,0,0,0,
2025-06-24 06:00,60,"GLGN_GN002_ACAPULCO_CASINO/ULoCell:NodeB Function Name=NGN01_39502_GN002_ACAPULCO_CASINO, Local Cell ID=48862, Cell Name=N/A",Reliable,0,0,0,0,0,0,
2025-06-24 06:00,60,"GLGN_GN002_ACAPULCO_CASINO/ULoCell:NodeB Function Name=NGN01_39502_GN002_ACAPULCO_CASINO, Local Cell ID=48861, Cell Name=N/A",Reliable,0,0,0,0,0,0,
2025-06-24 06:00,60,"GLGN_GN002_ACAPULCO_CASINO/ULoCell:NodeB Function Name=NGN01_39502_GN002_ACAPULCO_CASINO, Local Cell ID=43673, Cell Name=N/A",Reliable,0.038,0.032,0.038,0.026,0,0,
2025-06-24 06:00,60,"GLGN_GN002_ACAPULCO_CASINO/ULoCell:NodeB Function Name=NGN01_39502_GN002_ACAPULCO_CASINO, Local Cell ID=43672, Cell Name=N/A",Reliable,0.117,0.09,0.117,0.072,0,0,
2025-06-24 06:00,60,"GLGN_GN002_ACAPULCO_CASINO/ULoCell:NodeB Function Name=NGN01_39502_GN002_ACAPULCO_CASINO, Local Cell ID=43671, Cell Name=N/A",Reliable,1.282,1.271,1.282,1.258,0,0,
2025-06-24 06:00,60,"SRGN_GN042_DIKMEN_LOJISTIK/ULoCell:NodeB Function Name=NGN01_39542_GN042_DIKMEN_LOJISTIK, Local Cell ID=47843, Cell Name=N/A",Reliable,0.021,0.017,0.021,0.017,0,0,
2025-06-24 06:00,60,"SRGN_GN042_DIKMEN_LOJISTIK/ULoCell:NodeB Function Name=NGN01_39542_GN042_DIKMEN_LOJISTIK, Local Cell ID=47842, Cell Name=N/A",Reliable,0.024,0.022,0.024,0.022,0,0,
2025-06-24 06:00,60,"SRGN_GN042_DIKMEN_LOJISTIK/ULoCell:NodeB Function Name=NGN01_39542_GN042_DIKMEN_LOJISTIK, Local Cell ID=47841, Cell Name=N/A",Reliable,0.129,0.128,0.129,0.128,371,370,
2025-06-24 06:00,60,"GLGN_GN049_DOME_OTEL/ULoCell:NodeB Function Name=NGN01_39549_GN049_DOME_OTEL, Local Cell ID=43145, Cell Name=N/A",Reliable,0.024,0.022,0.024,0.022,0,0,
2025-06-24 06:00,60,"GLGN_GN049_DOME_OTEL/ULoCell:NodeB Function Name=NGN01_39549_GN049_DOME_OTEL, Local Cell ID=43143, Cell Name=N/A",Reliable,1.564,1.544,1.564,1.497,3871,3395,
2025-06-24 06:00,60,"GLGN_GN049_DOME_OTEL/ULoCell:NodeB Function Name=NGN01_39549_GN049_DOME_OTEL, Local Cell ID=43141, Cell Name=N/A",Reliable,0.003,0.003,0.003,0.003,0,0,
2025-06-24 06:00,60,"GLGN_GN046_DOGANKOY_KOLORDU/ULoCell:NodeB Function Name=NGN01_39546_GN046_DOGANKOY_KOLORDU, Local Cell ID=47273, Cell Name=N/A",Reliable,0.031,0.029,0.031,0.025,229,135,
2025-06-24 06:00,60,"GLGN_GN046_DOGANKOY_KOLORDU/ULoCell:NodeB Function Name=NGN01_39546_GN046_DOGANKOY_KOLORDU, Local Cell ID=47272, Cell Name=N/A",Reliable,0.007,0.006,0.007,0.006,0,0,
2025-06-24 06:00,60,"GLGN_GN046_DOGANKOY_KOLORDU/ULoCell:NodeB Function Name=NGN01_39546_GN046_DOGANKOY_KOLORDU, Local Cell ID=47271, Cell Name=N/A",Reliable,0.087,0.078,0.087,0.078,350,27,
2025-06-24 06:00,60,"GLGN_GN046_DOGANKOY_KOLORDU/ULoCell:NodeB Function Name=NGN01_39546_GN046_DOGANKOY_KOLORDU, Local Cell ID=48884, Cell Name=N/A",Reliable,0,0,0,0,0,0,
2025-06-24 06:00,60,"GLGN_GN033_CRATOS_PORT/ULoCell:NodeB Function Name=NGN01_39533_GN033_CRATOS_PORT, Local Cell ID=47161, Cell Name=N/A",Reliable,0,0,0,0,0,0,
2025-06-24 06:00,60,"GLGN_GN033_CRATOS_PORT/ULoCell:NodeB Function Name=NGN01_39533_GN033_CRATOS_PORT, Local Cell ID=47163, Cell Name=N/A",Reliable,0.043,0.043,0.043,0.043,0,0,
2025-06-24 06:00,60,"GLGN_GN033_CRATOS_PORT/ULoCell:NodeB Function Name=NGN01_39533_GN033_CRATOS_PORT, Local Cell ID=47162, Cell Name=N/A",Reliable,0.285,0.279,0.285,0.261,180,150,
2025-06-24 06:00,60,"GLGN_GN059_EURO_DEE_OTEL/ULoCell:NodeB Function Name=NGN01_39559_GN059_EURO_DEE_OTEL, Local Cell ID=46813, Cell Name=N/A",Reliable,0.782,0.767,0.782,0.758,18294,1624,
2025-06-24 06:00,60,"GLGN_GN059_EURO_DEE_OTEL/ULoCell:NodeB Function Name=NGN01_39559_GN059_EURO_DEE_OTEL, Local Cell ID=46812, Cell Name=N/A",Reliable,0.004,0.004,0.004,0.004,0,0,
2025-06-24 06:00,60,"GLGN_GN059_EURO_DEE_OTEL/ULoCell:NodeB Function Name=NGN01_39559_GN059_EURO_DEE_OTEL, Local Cell ID=46811, Cell Name=N/A",Reliable,0.104,0.096,0.104,0.094,151,55,
2025-06-24 06:00,60,"SRGN_GN032_CRATOS/ULoCell:NodeB Function Name=NGN01_39532_GN032_CRATOS, Local Cell ID=44792, Cell Name=N/A",Reliable,0.087,0.082,0.087,0.075,0,0,
2025-06-24 06:00,60,"SRGN_GN032_CRATOS/ULoCell:NodeB Function Name=NGN01_39532_GN032_CRATOS, Local Cell ID=44791, Cell Name=N/A",Reliable,0,0,0,0,0,0,
2025-06-24 06:00,60,"SRGN_GN030_CIKLOS/ULoCell:NodeB Function Name=NGN01_39530_GN030_CIKLOS, Local Cell ID=44832, Cell Name=N/A",Reliable,0.247,0.235,0.247,0.208,1012,569,
2025-06-24 06:00,60,"SRGN_GN030_CIKLOS/ULoCell:NodeB Function Name=NGN01_39530_GN030_CIKLOS, Local Cell ID=44831, Cell Name=N/A",Reliable,0.24,0.218,0.24,0.206,559,231,
2025-06-24 06:00,60,"GLGN_GN074_GIRNE_TD_VIP2/ULoCell:NodeB Function Name=NGN01_39574_GN074_GIRNE_TD_VIP2, Local Cell ID=43233, Cell Name=N/A",Reliable,0,0,0,0,72,54,
2025-06-24 06:00,60,"GLGN_GN074_GIRNE_TD_VIP2/ULoCell:NodeB Function Name=NGN01_39574_GN074_GIRNE_TD_VIP2, Local Cell ID=43232, Cell Name=N/A",Reliable,0.038,0.028,0.038,0.025,0,0,
2025-06-24 06:00,60,"GLGN_GN074_GIRNE_TD_VIP2/ULoCell:NodeB Function Name=NGN01_39574_GN074_GIRNE_TD_VIP2, Local Cell ID=43231, Cell Name=N/A",Reliable,0.074,0.068,0.074,0.064,0,0,
