2025-06-24 13:00,60,"GLLF_LF054_ISLAM_CEMIYETI/NodeBFunction:NodeB Function Name=NLF01_39767_LF054_ISLAM_CEMIYETI",Reliable,2.163,0.209,1.272,31.283,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,1.4,4,60.8
2025-06-24 13:00,60,"GLLF_LF056_KARABABA/NodeBFunction:NodeB Function Name=NLF01_39769_LF056_KARABABA",Reliable,1.07,0.24,0.738,18.475,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,1.2,2.8,35.4
2025-06-24 13:00,60,"GLLF_LF060_KIRKLAR_ASKERIYE/NodeBFunction:NodeB Function Name=NLF01_39773_LF060_KIRKLAR_ASKERIYE",Reliable,0.346,0.146,0.815,8.31,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0.8,3.2,24.8
2025-06-24 13:00,60,"GLLF_LF113_YILMAZKOY/NodeBFunction:NodeB Function Name=NLF01_39826_LF113_YILMAZKOY",Reliable,1.341,0.096,1.162,17.835,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,0.8,3.2,35.6
2025-06-24 13:00,60,"GLLF_LF111_YENISEHIR_PGM/NodeBFunction:NodeB Function Name=NLF01_39824_LF111_YENISEHIR_PGM",Reliable,0.801,0.125,0.846,14.849,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,1,2.8,33.8
2025-06-24 13:00,60,"GLLF_LF076_METROPOLE_NEW/NodeBFunction:NodeB Function Name=NLF01_39789_LF076_METROPOLE_NEW",Reliable,1.051,0.186,0.951,16.532,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,1,3.6,32.4
2025-06-24 13:00,60,"GLLF_LF039_GONYELI_4/NodeBFunction:NodeB Function Name=NLF01_39752_LF039_GONYELI_4",Reliable,1.026,0.157,0.753,15.787,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,1.6,3.2,36.6
2025-06-24 13:00,60,"GLLF_LF049_HAMITKOY_CADDE/NodeBFunction:NodeB Function Name=NLF01_39762_LF049_HAMITKOY_CADDE",Reliable,0.914,0.126,0.486,11.524,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,0.8,2.4,24.6
2025-06-24 13:00,60,"GLLF_LF015_CIHANGIR/NodeBFunction:NodeB Function Name=NLF01_39728_LF015_CIHANGIR",Reliable,0.8,0.094,0.931,13.316,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,0.8,4.4,31
2025-06-24 13:00,60,"GLLF_LF078_NAZ_APARTMANI/NodeBFunction:NodeB Function Name=NLF01_39791_LF078_NAZ_APARTMANI",Reliable,1.137,0.275,1.105,23.017,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,1.2,3.4,41
2025-06-24 13:00,60,"GLLF_LF057_KAROVA/NodeBFunction:NodeB Function Name=NLF01_39770_LF057_KAROVA",Reliable,1.112,0.134,0.426,14.99,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,0.8,1.8,32.2
2025-06-24 13:00,60,"GLLF_LF011_BALIKESIR/NodeBFunction:NodeB Function Name=NLF01_39724_LF011_BALIKESIR",Reliable,0.548,0.031,0.706,9.979,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,0.6,2.6,22.8
2025-06-24 13:00,60,"GLLF_LF116_AKSOY_OYUNCAK/NodeBFunction:NodeB Function Name=NLF01_39892_LF116_Aksoy_Oyuncak",Reliable,0.374,0.066,0.362,5.142,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0.6,3,20.2
2025-06-24 13:00,60,"SRLF_LF023_DUMLUPINAR/NodeBFunction:NodeB Function Name=NLF01_39736_LF023_DUMLUPINAR",Reliable,0.453,0.083,0.337,8.112,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,0.6,2.2,22.6
2025-06-24 13:00,60,"GLLF_LF009_ATATURK_STADIUM/NodeBFunction:NodeB Function Name=NLF01_39722_LF009_ATATURK_STADIUM",Reliable,1.095,0.223,1.348,24.344,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,1.2,4,44.8
2025-06-24 13:00,60,"GLGN_GN111_NILGUN_RESTURANT/NodeBFunction:NodeB Function Name=NGN01_39611_GN111_NILGUN_RESTURANT",Reliable,0.472,0.061,0.303,8.73,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6,1.8,20.8
2025-06-24 13:00,60,"GLGN_GN027_CATALKOY/NodeBFunction:NodeB Function Name=NGN01_39527_GN027_CATALKOY",Reliable,2.692,0.249,2.323,45.325,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,1.2,4.8,77.4
2025-06-24 13:00,60,"GLGN_GN142_SEVENER_RESTURANT/NodeBFunction:NodeB Function Name=NGN01_39900_GN142_SEVENER_RESTURANT",Reliable,1.572,0.146,1.004,18.028,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,1,3.4,35.4
2025-06-24 13:00,60,"SRGN_GN052_ELEXSUS_OTEL_A/NodeBFunction:NodeB Function Name=NGN01_39552_GN052_ELEXSUS_OTEL_A",Reliable,0.21,0.01,0.117,2.034,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,0.4,2.2,17.6
2025-06-24 13:00,60,"SRGN_GN053_ELEXSUS_OTEL_B/NodeBFunction:NodeB Function Name=NGN01_39553_GN053_ELEXSUS_OTEL_B",Reliable,0.072,0.004,0.051,0.852,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.2,1,7
2025-06-24 13:00,60,"GLGN_GN002_ACAPULCO_CASINO/NodeBFunction:NodeB Function Name=NGN01_39502_GN002_ACAPULCO_CASINO",Reliable,0.676,0.211,0.334,9.499,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,1,2.6,22
2025-06-24 13:00,60,"SRGN_GN042_DIKMEN_LOJISTIK/NodeBFunction:NodeB Function Name=NGN01_39542_GN042_DIKMEN_LOJISTIK",Reliable,0.447,0.208,0.568,10.269,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.2,3.4,27.8
2025-06-24 13:00,60,"GLGN_GN049_DOME_OTEL/NodeBFunction:NodeB Function Name=NGN01_39549_GN049_DOME_OTEL",Reliable,0.553,0.047,0.483,9.906,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,0.4,2.4,27.2
2025-06-24 13:00,60,"GLGN_GN046_DOGANKOY_KOLORDU/NodeBFunction:NodeB Function Name=NGN01_39546_GN046_DOGANKOY_KOLORDU",Reliable,0.696,0.064,0.381,8.074,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,0.8,1.8,19.4
2025-06-24 13:00,60,"GLGN_GN033_CRATOS_PORT/NodeBFunction:NodeB Function Name=NGN01_39533_GN033_CRATOS_PORT",Reliable,1.003,0.062,1.093,14.999,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,0.8,4,38
2025-06-24 13:00,60,"GLGN_GN059_EURO_DEE_OTEL/NodeBFunction:NodeB Function Name=NGN01_39559_GN059_EURO_DEE_OTEL",Reliable,1.056,0.171,1.048,17.986,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,1,4,41
2025-06-24 13:00,60,"SRGN_GN032_CRATOS/NodeBFunction:NodeB Function Name=NGN01_39532_GN032_CRATOS",Reliable,0.278,0.021,0.289,3.897,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0.6,1.8,14
2025-06-24 13:00,60,"SRGN_GN030_CIKLOS/NodeBFunction:NodeB Function Name=NGN01_39530_GN030_CIKLOS",Reliable,0.496,0.074,0.807,10.332,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,0.6,3,25.8
2025-06-24 13:00,60,"GLGN_GN074_GIRNE_TD_VIP2/NodeBFunction:NodeB Function Name=NGN01_39574_GN074_GIRNE_TD_VIP2",Reliable,0.778,0.137,0.639,13.527,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,0.8,2.6,38
2025-06-24 13:00,60,"GLGN_GN096_LAPTA_SAHIL/NodeBFunction:NodeB Function Name=NGN01_39596_GN096_LAPTA_SAHIL",Reliable,0.898,0.066,0.921,14.582,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,0.8,3.6,38.4
2025-06-24 13:00,60,"GLGN_GN097_LAPTA_TD/NodeBFunction:NodeB Function Name=NGN01_39597_GN097_LAPTA_TD",Reliable,1.853,0.196,1.502,30.429,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,5.6,64.8
2025-06-24 13:00,60,"SRGN_GN120_ROCKS_INDOOR/NodeBFunction:NodeB Function Name=NGN01_39620_GN120_ROCKS_INDOOR",Reliable,0.038,0,0.075,0.772,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0,1,5.4
2025-06-24 13:00,60,"SRLF_LF101_YAKINDOGU_TIP_INDOOR/NodeBFunction:NodeB Function Name=NLF01_39814_LF101_YAKINDOGU_TIP_INDOOR",Reliable,0.156,0.03,0.206,3.205,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.4,1.8,13.2
2025-06-24 13:00,60,"SRMG_MG025_GUVERCINLIK/NodeBFunction:NodeB Function Name=NMG11_39852_MG025_GUVERCINLIK",Reliable,0.208,0.067,0.298,5.07,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.8,1.8,15.2
2025-06-24 13:00,60,"GLGN_GN113_OSCAR_OTEL/NodeBFunction:NodeB Function Name=NGN01_39613_GN113_OSCAR_OTEL",Reliable,0.669,0.174,0.309,8.048,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,1.2,2,21.2
2025-06-24 13:00,60,"SRMG_MG033_MAGOSA_AVM/NodeBFunction:NodeB Function Name=NMG11_39860_MG033_MAGOSA_AVM",Reliable,0.145,0.027,0.04,1.231,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.6,0.8,8.4
2025-06-24 13:00,60,"GLGN_GN117_PIA_BELLA_OTEL/NodeBFunction:NodeB Function Name=NGN01_39617_GN117_PIA_BELLA_OTEL",Reliable,0.684,0.141,0.49,10.409,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2.6,26.6
2025-06-24 13:00,60,"GLGN_GN064_GAU_CARETTA/NodeBFunction:NodeB Function Name=NGN01_39564_GN064_GAU_CARETTA",Reliable,0.546,0.076,0.417,8.704,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,0.8,2,21.8
2025-06-24 13:00,60,"SRMG_MG026_HARIKA/NodeBFunction:NodeB Function Name=NMG11_39853_MG026_HARIKA",Reliable,0.613,0.07,0.859,11.481,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.8,3.4,24.6
2025-06-24 13:00,60,"GLMG_MG058_ULUKISLA/NodeBFunction:NodeB Function Name=NMG11_39885_MG058_ULUKISLA",Reliable,0.571,0.026,0.916,12.142,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4,4,26.6
2025-06-24 13:00,60,"GLGN_GN087_KARAOGLANOGLU_TD/NodeBFunction:NodeB Function Name=NGN01_39587_GN087_KARAOGLANOGLU_TD",Reliable,0.739,0.083,0.423,11.06,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,0.8,2.6,25.2
2025-06-24 13:00,60,"GLGN_GN010_ALSANCAK/NodeBFunction:NodeB Function Name=NGN01_39510_GN010_ALSANCAK",Reliable,0.461,0.175,0.408,7.518,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,1.2,2.6,27.2
2025-06-24 13:00,60,"SRMG_MG059_VADILI/NodeBFunction:NodeB Function Name=NMG11_39886_MG059_VADILI",Reliable,0.755,0.192,0.976,14.486,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.2,2.8,32.2
2025-06-24 13:00,60,"GLGN_GN101_MALPAS_OTEL/NodeBFunction:NodeB Function Name=NGN01_39601_GN101_MALPAS_OTEL",Reliable,1.132,0.163,0.94,19.17,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,1,3,37.4
2025-06-24 13:00,60,"GLMG_MG011_CAYONU/NodeBFunction:NodeB Function Name=NMG11_39838_MG011_CAYONU",Reliable,1.004,0.042,1.341,18.297,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,0.8,3.8,41.2
2025-06-24 13:00,60,"GLMG_MG055_TUNCAY_APT/NodeBFunction:NodeB Function Name=NMG11_39882_MG055_TUNCAY_APT",Reliable,1.848,0.277,1.703,35.746,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,1.8,4.8,66.6
2025-06-24 13:00,60,"GLMG_MG062_KAPALI_MARAS/NodeBFunction:NodeB Function Name=NMG11_39895_MG062_KAPALI_MARAS",Reliable,0.513,0.122,0.685,12.752,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.8,3.2,33.6
2025-06-24 13:00,60,"GLGN_GN138_ZEYTINLIK_VIP2/NodeBFunction:NodeB Function Name=NGN01_39638_GN138_ZEYTINLIK_VIP2",Reliable,1.241,0.08,0.875,18.827,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,0.8,3,45.8
