"id","remote_path","is_active","created_time","created_by","updated_time","updated_by","extra_info"
1268,/etl/vodafone/10.122.210.15/opt/oss/server/var/fileint/pmneexport/,true,,,,,
1269,/etl/vodafone/10.122.210.151/export/home/omc/var/fileint/fm/,true,,,,,
1270,/etl/vodafone/10.122.210.16/ftproot/2G_TRX/,true,,,,,
1271,/etl/vodafone/10.122.210.16/ftproot/btk/,true,,,,,
1272,/etl/vodafone/10.122.210.16/ftproot/TTGReport/,true,,,,,
1273,/etl/vodafone/10.122.210.16/opt/oss/server/var/fileint/cm/Report/,true,,,,,
1274,/etl/vodafone/10.122.210.16/opt/oss/server/var/fileint/pmneexport/,true,,,,,
1275,/etl/vodafone/10.122.210.17/export/home/omc/var/fileint/fm/,true,,,,,
1276,/etl/vodafone/10.122.210.17/opt/oss/server/var/fileint/pmneexport/,true,,,,,
1277,/etl/vodafone/10.122.210.18/opt/oss/server/var/fileint/cm/GExport/,true,,,,,
1278,/etl/vodafone/10.122.210.18/opt/oss/server/var/fileint/pmneexport/,true,,,,,
1279,/etl/vodafone/10.122.210.19/opt/oss/server/var/fileint/cm/GExport/,true,,,,,
1280,/etl/vodafone/10.122.210.19/opt/oss/server/var/fileint/pmneexport/,true,,,,,
1281,/etl/vodafone/10.122.210.20/opt/oss/server/var/fileint/pmneexport/,true,,,,,
1282,/etl/vodafone/10.122.210.21/opt/oss/server/var/fileint/pmneexport/,true,,,,,
1283,/etl/vodafone/10.122.210.22/opt/oss/server/var/fileint/pmneexport/,true,,,,,
1284,/etl/vodafone/10.122.210.23/opt/oss/server/var/fileint/pmneexport/,true,,,,,
1285,/etl/vodafone/10.122.210.24/opt/oss/server/var/fileint/cm/GExport/,true,,,,,
1286,/etl/vodafone/10.122.210.24/opt/oss/server/var/fileint/pmneexport/,true,,,,,
1287,/etl/vodafone/10.122.210.25/opt/oss/server/var/fileint/cm/GExport/,true,,,,,
1288,/etl/vodafone/10.122.210.25/opt/oss/server/var/fileint/pmneexport/,true,,,,,
1289,/etl/vodafone/10.122.210.7/ftproot/2G_TRX/,true,,,,,
1290,/etl/vodafone/10.122.210.7/ftproot/ABID/,true,,,,,
1291,/etl/vodafone/10.122.210.7/ftproot/btk/,true,,,,,
1292,/etl/vodafone/10.122.210.7/ftproot/TTGReport/,true,,,,,
1293,/etl/vodafone/10.122.210.7/opt/oss/server/var/fileint/cm/autoExport/,true,,,,,
1294,/etl/vodafone/10.122.210.7/opt/oss/server/var/fileint/cm/GExport/,true,,,,,
1295,/etl/vodafone/10.122.210.7/opt/oss/server/var/fileint/cm/Report/,true,,,,,
1296,/etl/vodafone/10.122.210.8/opt/oss/server/var/fileint/cm/GExport/,true,,,,,
1297,/etl/vodafone/10.122.210.8/opt/oss/server/var/fileint/pmneexport/,true,,,,,
1298,/etl/vodafone/10.122.210.9/opt/oss/server/var/fileint/cm/GExport/,true,,,,,
1299,/etl/vodafone/10.122.210.9/opt/oss/server/var/fileint/pmneexport/,true,,,,,
1300,/etl/vodafone/10.122.212.10/opt/oss/server/var/fileint/cm/GExport/,true,,,,,
1301,/etl/vodafone/10.122.212.10/opt/oss/server/var/fileint/pmneexport/,true,,,,,
1302,/etl/vodafone/10.122.212.11/opt/oss/server/var/fileint/cm/GExport/,true,,,,,
1303,/etl/vodafone/10.122.212.11/opt/oss/server/var/fileint/pmneexport/,true,,,,,
1304,/etl/vodafone/10.122.212.12/opt/oss/server/var/fileint/cm/GExport/,true,,,,,
