"id","company_id","domain_id","organisation_id","vendor_id","unit_id","branch_id","flow_id","element_type","counter_group_type","counter_group_key","counter_key","model_type","counter_group_lookup","counter_lookup","counter_group_description","counter_description","is_active","created_time","created_by","updated_time","updated_by","extra_info"
38057,13,12,11,11,119,149,171,,,"50331650","50342612",VARIABLE,,,,,false,2026-03-16 11:36:19.610 +0300,,,,
38058,13,12,11,11,119,149,171,,,"50331650","50342554",VARIABLE,,,,,false,2026-03-16 11:36:19.611 +0300,,,,
38059,13,12,11,11,119,149,171,,,"50331650",etlApp.info_lineIndex,INFO,,,,,false,2026-03-16 11:36:19.611 +0300,,,,
38060,13,12,11,11,119,149,171,,,"50331650","50332550",VARIABLE,,,,,false,2026-03-16 11:36:19.611 +0300,,,,
38061,13,12,11,11,119,149,171,,,"50331650","50342550",VARIABLE,,,,,false,2026-03-16 11:36:19.611 +0300,,,,
38062,13,12,11,11,119,149,171,,,"50331650",Reliability,VARIABLE,,,,,false,2026-03-16 11:36:19.611 +0300,,,,
38063,13,12,11,11,119,149,171,,,"50331650","50342616",VARIABLE,,,,,false,2026-03-16 11:36:19.611 +0300,,,,
38064,13,12,11,11,119,149,171,,,"50331650","50342549",VARIABLE,,,,,false,2026-03-16 11:36:19.611 +0300,,,,
38065,13,12,11,11,119,149,171,,,"50331650","50342615",VARIABLE,,,,,false,2026-03-16 11:36:19.611 +0300,,,,
38066,13,12,11,11,119,149,171,,,"50331650",Granularity Period,CONSTANT,,,,,false,2026-03-16 11:36:19.611 +0300,,,,
38067,13,12,11,11,119,149,171,,,"50331650","50342548",VARIABLE,,,,,false,2026-03-16 11:36:19.611 +0300,,,,
38068,13,12,11,11,119,149,171,,,"50331650","50342613",VARIABLE,,,,,false,2026-03-16 11:36:19.611 +0300,,,,
38069,13,12,11,11,119,149,171,,,"50331650",Object Name,VARIABLE,,,,,false,2026-03-16 11:36:19.611 +0300,,,,
38070,13,12,11,11,119,149,171,,,"50331650","50332549",VARIABLE,,,,,false,2026-03-16 11:36:19.611 +0300,,,,
38071,13,12,11,11,119,149,171,,,"50331650","50332548",VARIABLE,,,,,false,2026-03-16 11:36:19.611 +0300,,,,
38072,13,12,11,11,119,149,171,,,"50331650",Result Time,CONSTANT,,,,,false,2026-03-16 11:36:19.611 +0300,,,,
38073,13,12,11,11,119,149,171,,,"50331650",etlApp.info_uniqueRowCode,INFO,,,,,false,2026-03-16 11:36:19.611 +0300,,,,
38074,13,12,11,11,119,149,171,,,"50331650","50332554",VARIABLE,,,,,false,2026-03-16 11:36:19.611 +0300,,,,
38075,13,12,11,11,119,149,171,,,"50331650",etlApp.constant_fragmentDate,CONSTANT,,,,,false,2026-03-16 11:36:19.611 +0300,,,,
