"id","flow_id","parse_table_id","schema_name","table_name","column_name","object_key","object_key2","object_key_lookup","object_key_description","model_type","column_order_id","column_type","column_length","column_formula","is_default_value","column_default_value","is_column_gen","column_gen_formula","is_column_agg","column_agg_formula","is_active","created_time","created_by","updated_time","updated_by","extra_info","flow_code","measurement_key"
2560,138,103,pm,t00138n000001,t00138n000001c0074,Source NE ATPC Upper Threshold,,,,VARIABLE,74,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.121 +0300,,,,,,
2561,138,103,pm,t00138n000001,t00138n000001c0075,Source NE Average Ethernet Throughput (kbps),,,,VARIABLE,75,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.121 +0300,,,,,,
2562,138,103,pm,t00138n000001,t00138n000001c0076,Source NE Current Value of Receive Power,,,,VARIABLE,76,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.121 +0300,,,,,,
2563,138,103,pm,t00138n000001,t00138n000001c0077,Source NE Current Value of Transmit Power,,,,VARIABLE,77,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.121 +0300,,,,,,
2564,138,103,pm,t00138n000001,t00138n000001c0078,Source NE E1 Capacity Usage (%),,,,VARIABLE,78,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.122 +0300,,,,,,
2565,138,103,pm,t00138n000001,t00138n000001c0079,Source NE Ethernet Capacity (Mbit/s),,,,VARIABLE,79,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.123 +0300,,,,,,
2566,138,103,pm,t00138n000001,t00138n000001c0080,Source NE Frequency (MHz),,,,VARIABLE,80,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.123 +0300,,,,,,
2567,138,103,pm,t00138n000001,t00138n000001c0081,Source NE Guaranteed E1 Capacity,,,,VARIABLE,81,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.123 +0300,,,,,,
2568,138,103,pm,t00138n000001,t00138n000001c0082,Source NE ID,,,,VARIABLE,82,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.123 +0300,,,,,,
2569,138,103,pm,t00138n000001,t00138n000001c0083,Source NE Max Value of Receive Power of 24-Hour PM,,,,VARIABLE,83,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.123 +0300,,,,,,
2570,138,103,pm,t00138n000001,t00138n000001c0084,Source NE Max Value of Transmit Power of 24-Hour PM,,,,VARIABLE,84,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.123 +0300,,,,,,
2571,138,103,pm,t00138n000001,t00138n000001c0085,Source NE Max. Ethernet Throughput (kbps),,,,VARIABLE,85,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.123 +0300,,,,,,
2572,138,103,pm,t00138n000001,t00138n000001c0086,Source NE Min Value of Receive Power of 24-Hour PM,,,,VARIABLE,86,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.123 +0300,,,,,,
2573,138,103,pm,t00138n000001,t00138n000001c0087,Source NE Min Value of Transmit Power of 24-Hour PM,,,,VARIABLE,87,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.123 +0300,,,,,,
2574,138,103,pm,t00138n000001,t00138n000001c0088,Source NE Min. Ethernet Throughput (kbps),,,,VARIABLE,88,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.123 +0300,,,,,,
2575,138,103,pm,t00138n000001,t00138n000001c0089,Source NE Name,,,,VARIABLE,89,VARCHAR,128,,false,,false,,,,true,2026-03-17 14:04:28.123 +0300,,,,,,
2576,138,103,pm,t00138n000001,t00138n000001c0090,Source NE Occupied E1 Capacity,,,,VARIABLE,90,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.123 +0300,,,,,,
2577,138,103,pm,t00138n000001,t00138n000001c0091,Source NE Preset Value of Receive Power,,,,VARIABLE,91,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.123 +0300,,,,,,
2578,138,103,pm,t00138n000001,t00138n000001c0092,Source NE Preset Value of Transmit Power,,,,VARIABLE,92,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.123 +0300,,,,,,
2579,138,103,pm,t00138n000001,t00138n000001c0093,Source NE Radio Work Mode,,,,VARIABLE,93,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.123 +0300,,,,,,
2580,138,103,pm,t00138n000001,t00138n000001c0094,Source ODU Board/Port/Path,,,,VARIABLE,94,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.123 +0300,,,,,,
2581,138,103,pm,t00138n000001,t00138n000001c0095,Source ODU Frequency Range(MHz),,,,VARIABLE,95,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.123 +0300,,,,,,
2582,138,103,pm,t00138n000001,t00138n000001c0096,Source PLA ID,,,,VARIABLE,96,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.123 +0300,,,,,,
2583,138,103,pm,t00138n000001,t00138n000001c0097,Source PLA Port Type,,,,VARIABLE,97,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.123 +0300,,,,,,
2584,138,103,pm,t00138n000001,t00138n000001c0098,Source PLA Type,,,,VARIABLE,98,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.123 +0300,,,,,,
2585,138,103,pm,t00138n000001,t00138n000001c0099,Source Physical Location,,,,VARIABLE,99,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.123 +0300,,,,,,
2586,138,103,pm,t00138n000001,t00138n000001c0100,Source Port,,,,VARIABLE,100,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.123 +0300,,,,,,
2587,138,103,pm,t00138n000001,t00138n000001c0101,Source Protect Type,,,,VARIABLE,101,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.123 +0300,,,,,,
2588,138,103,pm,t00138n000001,t00138n000001c0102,Source Protect Unit Type,,,,VARIABLE,102,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.123 +0300,,,,,,
2589,138,103,pm,t00138n000001,t00138n000001c0103,Source Protection Group Active Work Unit,,,,VARIABLE,103,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.124 +0300,,,,,,
2590,138,103,pm,t00138n000001,t00138n000001c0104,Source Protection Group ID,,,,VARIABLE,104,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.124 +0300,,,,,,
2591,138,103,pm,t00138n000001,t00138n000001c0105,Source Revertive Mode,,,,VARIABLE,105,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.124 +0300,,,,,,
2592,138,103,pm,t00138n000001,t00138n000001c0106,Source Station Type,,,,VARIABLE,106,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.124 +0300,,,,,,
2364,180,101,pm,t00180n000001,t00180n000001c0012,Lowest-Order AM Scheme for Sink NE,,,,VARIABLE,12,VARCHAR,64,,false,,false,,,,true,2026-03-15 02:42:17.638 +0300,,,,,,
2365,180,101,pm,t00180n000001,t00180n000001c0013,Lowest-Order AM Scheme for Source NE,,,,VARIABLE,13,VARCHAR,64,,false,,false,,,,true,2026-03-15 02:42:17.638 +0300,,,,,,
2366,180,101,pm,t00180n000001,t00180n000001c0014,Sink AM Full Capacity Modulation Format,,,,VARIABLE,14,VARCHAR,64,,false,,false,,,,true,2026-03-15 02:42:17.638 +0300,,,,,,
2367,180,101,pm,t00180n000001,t00180n000001c0015,Sink AM Guaranteed Capacity Modulation Format,,,,VARIABLE,15,VARCHAR,64,,false,,false,,,,true,2026-03-15 02:42:17.638 +0300,,,,,,
2368,180,101,pm,t00180n000001,t00180n000001c0016,Sink Board,,,,VARIABLE,16,VARCHAR,64,,false,,false,,,,true,2026-03-15 02:42:17.638 +0300,,,,,,
2369,180,101,pm,t00180n000001,t00180n000001c0017,Sink Equipment Information,,,,VARIABLE,17,VARCHAR,64,,false,,false,,,,true,2026-03-15 02:42:17.638 +0300,,,,,,
2371,180,101,pm,t00180n000001,t00180n000001c0019,Sink NE AM Status,,,,VARIABLE,19,VARCHAR,64,,false,,false,,,,true,2026-03-15 02:42:17.639 +0300,,,,,,
2372,180,101,pm,t00180n000001,t00180n000001c0020,Sink NE ATPC Automatic Threshold Enable Status,,,,VARIABLE,20,VARCHAR,64,,false,,false,,,,true,2026-03-15 02:42:17.639 +0300,,,,,,
2373,180,101,pm,t00180n000001,t00180n000001c0021,Sink NE ATPC Enable Status,,,,VARIABLE,21,VARCHAR,64,,false,,false,,,,true,2026-03-15 02:42:17.639 +0300,,,,,,
2385,180,101,pm,t00180n000001,t00180n000001c0033,Sink NE ID,,,,VARIABLE,33,VARCHAR,64,,false,,false,,,,true,2026-03-15 02:42:17.639 +0300,,,,,,
2396,180,101,pm,t00180n000001,t00180n000001c0044,Sink NE Radio Work Mode,,,,VARIABLE,44,VARCHAR,64,,false,,false,,,,true,2026-03-15 02:42:17.639 +0300,,,,,,
2397,180,101,pm,t00180n000001,t00180n000001c0045,Sink ODU Board/Port/Path,,,,VARIABLE,45,VARCHAR,64,,false,,false,,,,true,2026-03-15 02:42:17.639 +0300,,,,,,
2363,180,101,pm,t00180n000001,t00180n000001c0011,Link Name,,,,VARIABLE,11,VARCHAR,256,,false,,false,,,,true,2026-03-15 02:42:17.638 +0300,,,,,,
2392,180,101,pm,t00180n000001,t00180n000001c0040,Sink NE Name,,,,VARIABLE,40,VARCHAR,128,,false,,false,,,,true,2026-03-15 02:42:17.639 +0300,,,,,,
2593,138,103,pm,t00138n000001,t00138n000001c0107,Source XPIC Adjoin LinkID,,,,VARIABLE,107,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.124 +0300,,,,,,
2594,138,103,pm,t00138n000001,t00138n000001c0108,Source XPIC Adjoin NEID,,,,VARIABLE,108,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.124 +0300,,,,,,
2595,138,103,pm,t00138n000001,t00138n000001c0109,Source XPIC Group Capacity (Mbit/s),,,,VARIABLE,109,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.124 +0300,,,,,,
2596,138,103,pm,t00138n000001,t00138n000001c0110,Source XPIC Group ID,,,,VARIABLE,110,VARCHAR,64,,false,,false,,,,true,2026-03-17 14:04:28.124 +0300,,,,,,
