"id","flow_id","all_table_id","schema_name","table_name","column_name","object_key","object_key2","column_name_lookup","column_description","column_order_id","column_type","column_formula","column_length","model_type","is_column_gen","column_gen_formula","is_column_agg","column_agg_formula","need_refresh","is_generated","is_failed","is_active","created_time","created_by","updated_time","updated_by","extra_info","flow_code"
1792,171,75,pm,t00171n000003,t00171n000003c0003,"50332548",,,,3,NUMERIC,,,VARIABLE,false,,false,,false,true,false,true,2026-03-16 11:42:23.651 +0300,,2026-03-16 13:08:20.282 +0300,,,
1793,171,75,pm,t00171n000003,t00171n000003c0004,"50332549",,,,4,NUMERIC,,,VARIABLE,false,,false,,false,true,false,true,2026-03-16 11:42:23.651 +0300,,2026-03-16 13:08:20.282 +0300,,,
1794,171,75,pm,t00171n000003,t00171n000003c0005,"50332550",,,,5,NUMERIC,,,VARIABLE,false,,false,,false,true,false,true,2026-03-16 11:42:23.651 +0300,,2026-03-16 13:08:20.282 +0300,,,
1795,171,75,pm,t00171n000003,t00171n000003c0006,"50332554",,,,6,NUMERIC,,,VARIABLE,false,,false,,false,true,false,true,2026-03-16 11:42:23.651 +0300,,2026-03-16 13:08:20.282 +0300,,,
1796,171,75,pm,t00171n000003,t00171n000003c0007,"50342548",,,,7,NUMERIC,,,VARIABLE,false,,false,,false,true,false,true,2026-03-16 11:42:23.651 +0300,,2026-03-16 13:08:20.282 +0300,,,
1797,171,75,pm,t00171n000003,t00171n000003c0008,"50342549",,,,8,NUMERIC,,,VARIABLE,false,,false,,false,true,false,true,2026-03-16 11:42:23.651 +0300,,2026-03-16 13:08:20.282 +0300,,,
1798,171,75,pm,t00171n000003,t00171n000003c0009,"50342550",,,,9,NUMERIC,,,VARIABLE,false,,false,,false,true,false,true,2026-03-16 11:42:23.651 +0300,,2026-03-16 13:08:20.282 +0300,,,
1799,171,75,pm,t00171n000003,t00171n000003c0010,"50342554",,,,10,NUMERIC,,,VARIABLE,false,,false,,false,true,false,true,2026-03-16 11:42:23.651 +0300,,2026-03-16 13:08:20.282 +0300,,,
1800,171,75,pm,t00171n000003,t00171n000003c0011,"50342612",,,,11,NUMERIC,,,VARIABLE,false,,false,,false,true,false,true,2026-03-16 11:42:23.651 +0300,,2026-03-16 13:08:20.282 +0300,,,
1801,171,75,pm,t00171n000003,t00171n000003c0012,"50342613",,,,12,NUMERIC,,,VARIABLE,false,,false,,false,true,false,true,2026-03-16 11:42:23.651 +0300,,2026-03-16 13:08:20.282 +0300,,,
1802,171,75,pm,t00171n000003,t00171n000003c0013,"50342615",,,,13,NUMERIC,,,VARIABLE,false,,false,,false,true,false,true,2026-03-16 11:42:23.651 +0300,,2026-03-16 13:08:20.282 +0300,,,
1803,171,75,pm,t00171n000003,t00171n000003c0014,"50342616",,,,14,NUMERIC,,,VARIABLE,false,,false,,false,true,false,true,2026-03-16 11:42:23.651 +0300,,2026-03-16 13:08:20.282 +0300,,,
1808,171,75,pm,t00171n000003,fragment_date,etlApp.constant_fragmentDate,,,,19,TIMESTAMPTZ,,,CONSTANT,false,,false,,false,true,false,true,2026-03-16 11:42:23.651 +0300,,2026-03-16 13:08:20.282 +0300,,,
1809,171,75,pm,t00171n000003,file_id,etlApp.info_fileId,,,,20,VARCHAR,,100,INFO,false,,false,,false,true,false,true,2026-03-16 11:42:23.650 +0300,,2026-03-16 13:08:20.282 +0300,,,
1790,171,75,pm,t00171n000003,line_index,etlApp.info_lineIndex,,,,1,VARCHAR,,,INFO,false,,false,,false,true,false,true,2026-03-16 11:42:23.650 +0300,,2026-03-16 13:08:20.282 +0300,,,
1791,171,75,pm,t00171n000003,unique_row_code,etlApp.info_uniqueRowCode,,,,2,VARCHAR,,100,INFO,false,,false,,false,true,false,true,2026-03-16 11:42:23.650 +0300,,2026-03-16 13:08:20.282 +0300,,,
1804,171,75,pm,t00171n000003,t00171n000003c0015,Granularity Period,,,,15,NUMERIC,,,VARIABLE,false,,false,,false,true,false,true,2026-03-16 11:42:23.651 +0300,,2026-03-16 13:08:20.282 +0300,,,
1805,171,75,pm,t00171n000003,t00171n000003c0016,Object Name,,,,16,VARCHAR,,,CONSTANT,false,,false,,false,true,false,true,2026-03-16 11:42:23.651 +0300,,2026-03-16 13:08:20.282 +0300,,,
1806,171,75,pm,t00171n000003,t00171n000003c0017,Reliability,,,,17,VARCHAR,,,CONSTANT,false,,false,,false,true,false,true,2026-03-16 11:42:23.651 +0300,,2026-03-16 13:08:20.282 +0300,,,
1807,171,75,pm,t00171n000003,t00171n000003c0018,Result Time,,,,18,TIMESTAMPTZ,,,CONSTANT,false,,false,,false,true,false,true,2026-03-16 11:42:23.651 +0300,,2026-03-16 13:08:20.282 +0300,,,
